A,B,DISTANCE,LINKID,TAZID,HOT_ZONEID,LANES,FT,SEGID,geometry,index_right,OBJECTID,Name,EL_Zone,Shape_Leng,Shape_Area
26557,26546,0.18623982852689414,26557_26546,825,245.0,4,33,0015_317.6,POINT (424527.5 4527382.5),21.0,33.0,I15,245.0,32101.3588761,3166624.61145
26559,26547,0.18268464132834158,26559_26547,825,245.0,1,38,0015_317.6,POINT (424537 4527383.5),21.0,33.0,I15,245.0,32101.3588761,3166624.61145
26560,26573,0.318955534444454,26560_26573,825,155.0,1,38,0015_317.6,POINT (424672.5 4527765),18.0,30.0,I15,155.0,33729.1188358,3328822.22402
26562,26575,0.31657218237762963,26562_26575,825,155.0,4,33,0015_317.6,POINT (424684.5 4527764.5),18.0,30.0,I15,155.0,33729.1188358,3328822.22402
26573,26590,0.2028760574808867,26573_26590,825,155.0,1,38,,POINT (424842 4528149),18.0,30.0,I15,155.0,33729.1188358,3328822.22402
26575,26592,0.20121734025634455,26575_26592,825,155.0,4,33,,POINT (424854 4528145),18.0,30.0,I15,155.0,33729.1188358,3328822.22402
26578,26557,0.3745434667722419,26578_26557,825,245.0,4,33,0015_317.6,POINT (424665.5 4527810),21.0,33.0,I15,245.0,32101.3588761,3166624.61145
26579,26559,0.3725817459595203,26579_26559,825,245.0,1,38,0015_317.6,POINT (424675 4527806.5),21.0,33.0,I15,245.0,32101.3588761,3166624.61145
26581,26596,0.19244707156953025,26581_26596,814,395.0,2,33,0067_004.1,POINT (423445.5 4529649.5),8.0,16.0,Legacy,395.0,36796.5543594,2897539.84542
26583,26541,0.5655741339218597,26583_26541,813,390.0,2,33,0067_004.1,POINT (423040.5 4529203.5),7.0,15.0,Legacy,390.0,37563.3371584,3685278.0629
26584,26594,0.17882153038064327,26584_26594,825,155.0,1,31,,POINT (424904 4528159),18.0,30.0,I15,155.0,33729.1188358,3328822.22402
26587,26584,0.14677555357692162,26587_26584,825,155.0,2,31,,POINT (424865 4528140),18.0,30.0,I15,155.0,33729.1188358,3328822.22402
26590,26609,0.1488404974289433,26590_26609,825,155.0,1,38,,POINT (424921 4528415.5),18.0,30.0,I15,155.0,33729.1188358,3328822.22402
26592,26610,0.15136262342983622,26592_26610,825,155.0,4,33,,POINT (424932.5 4528412.5),18.0,30.0,I15,155.0,33729.1188358,3328822.22402
26594,26610,0.14795066233594473,26594_26610,825,155.0,1,41,,POINT (424944.5 4528415),18.0,30.0,I15,155.0,33729.1188358,3328822.22402
26596,26628,0.39322340275417195,26596_26628,800,395.0,2,33,0067_004.1,POINT (423826.5 4529921.5),8.0,16.0,Legacy,395.0,36796.5543594,2897539.84542
26599,26583,0.19384937290822946,26599_26583,813,390.0,2,33,0067_004.1,POINT (423426.5 4529675),7.0,15.0,Legacy,390.0,37563.3371584,3685278.0629
26606,26578,0.27057982435191197,26606_26578,825,245.0,4,33,,POINT (424844.5 4528297),21.0,33.0,I15,245.0,32101.3588761,3166624.61145
26606,26587,0.15506953913842014,26606_26587,825,245.0,2,42,,POINT (424891 4528381),21.0,33.0,I15,245.0,32101.3588761,3166624.61145
26607,26579,0.27216196798129905,26607_26579,825,245.0,1,38,,POINT (424853 4528293.5),21.0,33.0,I15,245.0,32101.3588761,3166624.61145
26609,26657,0.9310560839334308,26609_26657,810,155.0,1,38,0015_318.3,POINT (424946 4529284),18.0,30.0,I15,155.0,33729.1188358,3328822.22402
26610,26658,0.9316242497417331,26610_26658,810,155.0,4,33,0015_318.3,POINT (424956 4529283.5),18.0,30.0,I15,155.0,33729.1188358,3328822.22402
26626,26599,0.3865342992360077,26626_26599,800,390.0,2,33,0067_004.1,POINT (423808.5 4529939),7.0,15.0,Legacy,390.0,37563.3371584,3685278.0629
26628,26644,0.23769436196938895,26628_26644,800,395.0,2,42,,POINT (424178.50000000006 4530257.5),8.0,16.0,Legacy,395.0,36796.5543594,2897539.84542
26628,26663,0.48455162350948583,26628_26663,800,395.0,2,33,,POINT (424203 4530459.5),8.0,16.0,Legacy,395.0,36796.5543594,2897539.84542
26640,26626,0.21117990319217678,26640_26626,800,390.0,1,41,,POINT (424099.00000000006 4530264.5),7.0,15.0,Legacy,390.0,37563.3371584,3685278.0629
26644,26663,0.2528742752071868,26644_26663,801,395.0,1,41,,POINT (424283.5 4530633),8.0,16.0,Legacy,395.0,36796.5543594,2897539.84542
26655,26606,0.9490444910122586,26655_26606,810,245.0,4,33,0015_318.3,POINT (424928 4529267.5),21.0,33.0,I15,245.0,32101.3588761,3166624.61145
26655,26656,0.005123970852172519,26655_26656,807,245.0,1,39,,POINT (424948 4530030),21.0,33.0,I15,245.0,32101.3588761,3166624.61145
26656,26607,0.9490444910122586,26656_26607,810,245.0,1,38,0015_318.3,POINT (424936 4529265.5),21.0,33.0,I15,245.0,32101.3588761,3166624.61145
26656,26655,0.005123970852172519,26656_26655,807,245.0,1,39,,POINT (424948 4530030),21.0,33.0,I15,245.0,32101.3588761,3166624.61145
26657,26674,0.27002202514148615,26657_26674,807,160.0,1,38,0015_318.3,POINT (424973.99999999994 4530250),19.0,31.0,I15,160.0,38891.0515978,3843429.84665
26658,26677,0.26940145104659696,26658_26677,807,160.0,4,33,0015_318.3,POINT (424982 4530249.5),19.0,31.0,I15,160.0,38891.0515978,3843429.84665
26658,29813,0.20942119208361978,26658_29813,807,160.0,1,42,,POINT (424999.88456000003 4530199.020995),19.0,31.0,I15,160.0,38891.0515978,3843429.84665
26661,26626,0.44078063929233596,26661_26626,800,390.0,2,33,,POINT (424171.00000000006 4530438),7.0,15.0,Legacy,390.0,37563.3371584,3685278.0629
26661,26640,0.23344519714137188,26661_26640,800,390.0,2,42,,POINT (424193 4530606.5),7.0,15.0,Legacy,390.0,37563.3371584,3685278.0629
26663,26686,0.19676334566788733,26663_26686,801,395.0,2,33,0067_007.3,POINT (424354 4530986.5),8.0,16.0,Legacy,395.0,36796.5543594,2897539.84542
26670,26655,0.24783348584209455,26670_26655,807,245.0,1,41,0015_318.3,POINT (424931 4530230),21.0,33.0,I15,245.0,32101.3588761,3166624.61145
26672,26655,0.26326338996291154,26672_26655,807,245.0,4,33,0015_318.3,POINT (424955.99999999994 4530242.5),21.0,33.0,I15,245.0,32101.3588761,3166624.61145
26673,26656,0.26450414932624494,26673_26656,807,245.0,1,38,0015_318.3,POINT (424964 4530241.5),21.0,33.0,I15,245.0,32101.3588761,3166624.61145
26674,26677,0.005009667160636379,26674_26677,802,160.0,1,39,,POINT (424989 4530466.5),19.0,31.0,I15,160.0,38891.0515978,3843429.84665
26674,26699,0.22642621309718983,26674_26699,802,160.0,1,38,0015_319.5,POINT (424976.5 4530649),19.0,31.0,I15,160.0,38891.0515978,3843429.84665
26677,26674,0.005009667160636379,26677_26674,802,160.0,1,39,,POINT (424989 4530466.5),19.0,31.0,I15,160.0,38891.0515978,3843429.84665
26677,26701,0.22580551878316849,26677_26701,802,160.0,4,33,0015_319.5,POINT (424984.50000000006 4530647.5),19.0,31.0,I15,160.0,38891.0515978,3843429.84665
26680,29815,0.11716227926178059,26680_29815,802,160.0,1,41,,POINT (425018.75199 4530520.641385),19.0,31.0,I15,160.0,38891.0515978,3843429.84665
26681,26661,0.21943169174193156,26681_26661,800,390.0,2,33,0067_007.3,POINT (424309.00000000006 4530951),7.0,15.0,Legacy,390.0,37563.3371584,3685278.0629
26686,26704,0.1327078192988199,26686_26704,801,395.0,2,33,0067_007.3,POINT (424469 4531219.5),8.0,16.0,Legacy,395.0,36796.5543594,2897539.84542
26697,26670,0.2514103579105436,26697_26670,802,240.0,1,42,0015_319.5,POINT (424936 4530630.5),41.0,321.0,I15,240.0,40358.4620284,3156925.4322
26697,26672,0.23503993588115396,26697_26672,802,240.0,4,33,0015_319.5,POINT (424961 4530643),41.0,321.0,I15,240.0,40358.4620284,3156925.4322
26698,26673,0.23568463943203505,26698_26673,802,240.0,1,38,0015_319.5,POINT (424968.5 4530643.5),41.0,321.0,I15,240.0,40358.4620284,3156925.4322
26699,26807,1.6933010193567155,26699_26807,797,160.0,1,38,0015_319.5,POINT (424979.5 4532193.5),19.0,31.0,I15,160.0,38891.0515978,3843429.84665
26701,26809,1.6951818120967177,26701_26809,797,160.0,4,33,0015_319.5,POINT (424989 4532193),19.0,31.0,I15,160.0,38891.0515978,3843429.84665
26704,26726,0.2669857234773833,26704_26726,794,395.0,2,33,0067_007.3,POINT (424670 4531470.5),8.0,16.0,Legacy,395.0,36796.5543594,2897539.84542
26705,26681,0.16381747138532057,26705_26681,800,390.0,2,33,0067_007.3,POINT (424436.5 4531224),7.0,15.0,Legacy,390.0,37563.3371584,3685278.0629
26725,26705,0.2631174220443632,26725_26705,794,390.0,2,33,0067_007.3,POINT (424649.5 4531493.5),7.0,15.0,Legacy,390.0,37563.3371584,3685278.0629
26726,26735,0.12704755398900472,26726_26735,794,395.0,2,33,0067_007.3,POINT (424827.5 4531739),8.0,16.0,Legacy,395.0,36796.5543594,2897539.84542
26733,26725,0.12101622896501876,26733_26725,794,390.0,2,33,0067_007.3,POINT (424802.5 4531755.5),7.0,15.0,Legacy,390.0,37563.3371584,3685278.0629
26735,26874,1.6668742083790227,26735_26874,794,395.0,2,33,0067_007.3,POINT (424865.54515 4533179.225),8.0,16.0,Legacy,395.0,36796.5543594,2897539.84542
26802,26697,1.6920349289498313,26802_26697,797,240.0,4,33,0015_319.5,POINT (424963.00000000006 4532193.5),41.0,321.0,I15,240.0,40358.4620284,3156925.4322
26806,26698,1.6920531839864599,26806_26698,797,240.0,1,38,0015_319.5,POINT (424972 4532194.5),41.0,321.0,I15,240.0,40358.4620284,3156925.4322
26807,26837,0.3312388802708841,26807_26837,795,160.0,1,38,0015_319.5,POINT (424995.5 4533822.5),19.0,31.0,I15,160.0,38891.0515978,3843429.84665
26809,26847,0.3709622603096854,26809_26847,793,160.0,4,33,0015_319.5,POINT (425005.95499999996 4533855.476),19.0,31.0,I15,160.0,38891.0515978,3843429.84665
26836,26806,0.3343193210936237,26836_26806,795,240.0,1,38,0015_319.5,POINT (424986 4533825),41.0,321.0,I15,240.0,40358.4620284,3156925.4322
26837,26985,0.814075122898664,26837_26985,793,160.0,1,38,0015_321.0,POINT (425009 4534744),19.0,31.0,I15,160.0,38891.0515978,3843429.84665
26843,26802,0.3768155016233366,26843_26802,793,240.0,4,33,0015_319.5,POINT (424974.8217 4533858.199),41.0,321.0,I15,240.0,40358.4620284,3156925.4322
26847,26986,0.7749631539649358,26847_26986,793,160.0,4,33,0015_321.0,POINT (425018.95499999996 4534777.476),19.0,31.0,I15,160.0,38891.0515978,3843429.84665
26858,26733,1.6256652609422735,26858_26733,794,390.0,2,33,0067_007.3,POINT (424832.8748500001 4533158.106000001),7.0,15.0,Legacy,390.0,37563.3371584,3685278.0629
26874,26931,0.23627328942017084,26874_26931,791,395.0,2,33,,POINT (424879.32784999994 4534710.568),8.0,16.0,Legacy,395.0,36796.5543594,2897539.84542
26926,26858,0.30883894979748905,26926_26858,791,390.0,2,33,,POINT (424846.9027656004 4534714.622471573),7.0,15.0,Legacy,390.0,37563.3371584,3685278.0629
26931,26968,0.22396603478967733,26931_26968,792,395.0,2,33,0067_010.1,POINT (424885.2827 4535080.843),8.0,16.0,Legacy,395.0,36796.5543594,2897539.84542
26958,26926,0.17467370659379602,26958_26926,792,390.0,2,33,0067_010.1,POINT (424858.52791560045 4535103.516471572),7.0,15.0,Legacy,390.0,37563.3371584,3685278.0629
26968,27088,1.0035723722926482,26968_27088,786,395.0,2,33,0067_010.1,POINT (424666.5 4536037),8.0,16.0,Legacy,395.0,36796.5543594,2897539.84542
26982,26843,0.7709700854534036,26982_26843,793,240.0,4,33,0015_321.0,POINT (424987.3217 4534781.699),41.0,321.0,I15,240.0,40358.4620284,3156925.4322
26982,26984,0.005592354629848261,26982_26984,789,240.0,1,39,,POINT (425001.5 4535402),41.0,321.0,I15,240.0,40358.4620284,3156925.4322
26984,26836,0.8128241821747917,26984_26836,793,240.0,1,38,0015_321.0,POINT (424997.49999999994 4534748),41.0,321.0,I15,240.0,40358.4620284,3156925.4322
26984,26982,0.005592354629848261,26984_26982,789,240.0,1,39,,POINT (425001.5 4535402),41.0,321.0,I15,240.0,40358.4620284,3156925.4322
26985,27011,0.17457146062524748,26985_27011,789,160.0,1,38,,POINT (425001.5 4535538.5),19.0,31.0,I15,160.0,38891.0515978,3843429.84665
26986,27012,0.17410527001804618,26986_27012,789,160.0,4,33,,POINT (425010.5 4535540),19.0,31.0,I15,160.0,38891.0515978,3843429.84665
26986,27022,0.24991392086364828,26986_27022,789,160.0,1,42,,POINT (425012.5 4535601.5),19.0,31.0,I15,160.0,38891.0515978,3843429.84665
26996,26982,0.14281438272287028,26996_26982,789,240.0,4,33,,POINT (424982.5 4535516),41.0,321.0,I15,240.0,40358.4620284,3156925.4322
26998,26984,0.1441263313500342,26998_26984,789,240.0,1,38,,POINT (424991 4535517),41.0,321.0,I15,240.0,40358.4620284,3156925.4322
27007,26982,0.24955678263167763,27007_26982,789,240.0,1,41,,POINT (424935 4535593),41.0,321.0,I15,240.0,40358.4620284,3156925.4322
27011,27012,0.005009667160636379,27011_27012,789,160.0,1,39,,POINT (424989 4535678.5),19.0,31.0,I15,160.0,38891.0515978,3843429.84665
27011,27037,0.32542376445667903,27011_27037,789,160.0,1,38,0015_322.0,POINT (424878 4535917),19.0,31.0,I15,160.0,38891.0515978,3843429.84665
27012,27011,0.005009667160636379,27012_27011,789,160.0,1,39,,POINT (424989 4535678.5),19.0,31.0,I15,160.0,38891.0515978,3843429.84665
27012,27040,0.3199345582441306,27012_27040,789,160.0,4,33,0015_322.0,POINT (424889 4535914.5),19.0,31.0,I15,160.0,38891.0515978,3843429.84665
27033,26996,0.3603586886753977,27033_26996,789,240.0,4,33,0015_322.0,POINT (424858.5 4535898.5),41.0,321.0,I15,240.0,40358.4620284,3156925.4322
27034,26998,0.3548174350969561,27034_26998,789,240.0,1,38,0015_322.0,POINT (424868.5 4535896.5),41.0,321.0,I15,240.0,40358.4620284,3156925.4322
27037,27106,0.4313830717707003,27037_27106,787,160.0,1,38,0015_322.0,POINT (424672.99999999994 4536489),19.0,31.0,I15,160.0,38891.0515978,3843429.84665
27040,27107,0.4364363925322503,27040_27107,787,160.0,4,33,0015_322.0,POINT (424684.5 4536486.5),19.0,31.0,I15,160.0,38891.0515978,3843429.84665
27083,23123,0.15356077558721734,27083_23123,1579,370.0,1,41,,POINT (419525.80546 4502559.031815),29.0,73.0,I215,370.0,27908.3945756,2750119.21615
27088,27110,0.13063613681154163,27088_27110,786,395.0,2,31,,POINT (424422 4536916),8.0,16.0,Legacy,395.0,36796.5543594,2897539.84542
27088,27121,0.2572550669358439,27088_27121,780,395.0,2,31,,POINT (424362 4537003.5),8.0,16.0,Legacy,395.0,36796.5543594,2897539.84542
27090,27033,0.32829421604943815,27090_27033,787,240.0,4,33,0015_322.0,POINT (424673 4536420),41.0,321.0,I15,240.0,40358.4620284,3156925.4322
27091,26958,1.0650236261174466,27091_26958,786,390.0,2,33,0067_010.1,POINT (424627.5 4536068),7.0,15.0,Legacy,390.0,37563.3371584,3685278.0629
27092,27034,0.3336540164045597,27092_27034,787,240.0,1,38,0015_322.0,POINT (424685 4536418.5),41.0,321.0,I15,240.0,40358.4620284,3156925.4322
27098,23630,0.0508724826885268,27098_23630,1385,370.0,1,42,,POINT (419732.4394600001 4505459.853645001),29.0,73.0,I215,370.0,27908.3945756,2750119.21615
27106,27180,0.35190823808803134,27106_27180,780,160.0,1,38,0015_322.0,POINT (424498 4537094.5),19.0,31.0,I15,160.0,38891.0515978,3843429.84665
27107,27182,0.3550670838313749,27107_27182,780,160.0,4,33,0015_322.0,POINT (424506.5 4537098),19.0,31.0,I15,160.0,38891.0515978,3843429.84665
27110,27133,0.2411126394406733,27110_27133,780,395.0,2,31,,POINT (424295 4537181.5),8.0,16.0,Legacy,395.0,36796.5543594,2897539.84542
27112,27091,0.18132589129392643,27112_27091,780,390.0,2,33,,POINT (424332 4537025),7.0,15.0,Legacy,390.0,37563.3371584,3685278.0629
27113,27117,0.011426553456517292,27113_27117,765,240.0,1,39,,POINT (421718.69955 4539726.546499999),41.0,321.0,I15,240.0,40358.4620284,3156925.4322
27113,27129,0.339745976431666,27113_27129,765,240.0,3,33,0015_325.6,POINT (421926.11710000003 4539545.7545),41.0,321.0,I15,240.0,40358.4620284,3156925.4322
27114,24095,0.08858185473244558,27114_24095,1330,370.0,1,31,,POINT (419630.54831 4508321.219125),29.0,73.0,I215,370.0,27908.3945756,2750119.21615
27117,27113,0.011426553456517292,27117_27113,765,240.0,1,39,,POINT (421718.69955 4539726.546499999),41.0,321.0,I15,240.0,40358.4620284,3156925.4322
27117,27132,0.33867729813345665,27117_27132,765,240.0,1,38,0015_325.6,POINT (421933.08245 4539560.791999999),41.0,321.0,I15,240.0,40358.4620284,3156925.4322
27121,27222,0.4708365552456885,27121_27222,780,240.0,2,31,,POINT (424227.00000000006 4537569),41.0,321.0,I15,240.0,40358.4620284,3156925.4322
27122,27128,0.008668421530538178,27122_27128,764,160.0,1,39,,POINT (421741.02625 4539749.7665),19.0,31.0,I15,160.0,38891.0515978,3843429.84665
27122,27144,0.4703165597803363,27122_27144,765,160.0,1,38,0015_325.6,POINT (421492.33389999997 4540035.1504999995),19.0,31.0,I15,160.0,38891.0515978,3843429.84665
27127,27112,0.12350945717572252,27127_27112,780,390.0,2,31,,POINT (424220.5 4537243),7.0,15.0,Legacy,390.0,37563.3371584,3685278.0629
27128,27122,0.008668421530538178,27128_27122,764,160.0,1,39,,POINT (421741.02625 4539749.7665),19.0,31.0,I15,160.0,38891.0515978,3843429.84665
27128,27146,0.47034579890854616,27128_27146,765,160.0,4,33,0015_325.6,POINT (421500.69235 4540042.116),19.0,31.0,I15,160.0,38891.0515978,3843429.84665
27129,27141,0.4034833997895917,27129_27141,775,240.0,3,33,,POINT (422379.5 4539156),41.0,321.0,I15,240.0,40358.4620284,3156925.4322
27132,27145,0.40953743258732844,27132_27145,775,240.0,1,38,,POINT (422387 4539165.5),41.0,321.0,I15,240.0,40358.4620284,3156925.4322
27133,27176,0.17907720791358728,27133_27176,780,390.0,2,31,,POINT (424164.5 4537486),7.0,15.0,Legacy,390.0,37563.3371584,3685278.0629
27136,27113,0.4835192002354219,27136_27113,765,240.0,3,33,0015_325.6,POINT (421468.61710000003 4540020.2545),41.0,321.0,I15,240.0,40358.4620284,3156925.4322
27139,27122,0.34111688242515165,27139_27122,764,160.0,1,38,0015_325.6,POINT (421947.83389999997 4539571.1504999995),19.0,31.0,I15,160.0,38891.0515978,3843429.84665
27140,27117,0.4759461741565013,27140_27117,765,240.0,1,38,0015_325.6,POINT (421478.58245000005 4540029.291999999),41.0,321.0,I15,240.0,40358.4620284,3156925.4322
27141,27159,0.7068887114749925,27141_27159,775,240.0,3,33,0015_324.4,POINT (423056 4538572.5),41.0,321.0,I15,240.0,40358.4620284,3156925.4322
27143,27128,0.3423291820121527,27143_27128,764,160.0,4,33,0015_325.6,POINT (421958.19235 4539578.116),19.0,31.0,I15,160.0,38891.0515978,3843429.84665
27144,27154,0.2467483577177969,27144_27154,764,160.0,1,38,0015_325.6,POINT (421133.5 4540486.5),19.0,31.0,I15,160.0,38891.0515978,3843429.84665
27145,27163,0.7041874970164007,27145_27163,776,240.0,1,38,0015_324.4,POINT (423064 4538578.5),41.0,321.0,I15,240.0,40358.4620284,3156925.4322
27146,27158,0.24487131986078806,27146_27158,764,160.0,4,33,0015_325.6,POINT (421140 4540490),19.0,31.0,I15,160.0,38891.0515978,3843429.84665
27147,27139,0.353927823559622,27147_27139,771,160.0,1,38,,POINT (422368.5 4539203),19.0,31.0,I15,160.0,38891.0515978,3843429.84665
27150,27143,0.4100238907974668,27150_27143,776,160.0,4,33,,POINT (422414.7465 4539180.741),19.0,31.0,I15,160.0,38891.0515978,3843429.84665
27151,27136,0.24083143973892235,27151_27136,765,240.0,3,33,0015_325.6,POINT (421111.5 4540480.5),41.0,321.0,I15,240.0,40358.4620284,3156925.4322
27152,27140,0.24227003468620545,27152_27140,765,240.0,1,38,0015_325.6,POINT (421120.5 4540482.5),41.0,321.0,I15,240.0,40358.4620284,3156925.4322
27154,27300,1.294554603860543,27154_27300,763,160.0,1,38,0015_325.6,POINT (420680.5 4541633.5),19.0,31.0,I15,160.0,38891.0515978,3843429.84665
27158,27301,1.2911869799176021,27158_27301,760,160.0,4,33,0015_325.6,POINT (420691.5 4541634),19.0,31.0,I15,160.0,38891.0515978,3843429.84665
27159,27166,0.24326484725140135,27159_27166,775,240.0,1,42,,POINT (423636 4538074.5),41.0,321.0,I15,240.0,40358.4620284,3156925.4322
27159,27168,0.15070690886493723,27159_27168,775,240.0,4,33,,POINT (423585.5 4538130),41.0,321.0,I15,240.0,40358.4620284,3156925.4322
27160,27090,0.387499517259718,27160_27090,787,240.0,4,33,0015_322.0,POINT (424512 4536973),41.0,321.0,I15,240.0,40358.4620284,3156925.4322
27163,27173,0.1517791151806463,27163_27173,775,240.0,1,38,,POINT (423593 4538137.5),41.0,321.0,I15,240.0,40358.4620284,3156925.4322
27164,27092,0.38920607803036594,27164_27092,787,240.0,1,38,0015_322.0,POINT (424522.5 4536977),41.0,321.0,I15,240.0,40358.4620284,3156925.4322
27166,27174,0.16397884067691784,27166_27174,780,240.0,2,41,,POINT (423881.5 4537857.5),41.0,321.0,I15,240.0,40358.4620284,3156925.4322
27167,27147,0.7590326773093893,27167_27147,776,160.0,1,38,0015_324.4,POINT (423042 4538613),19.0,31.0,I15,160.0,38891.0515978,3843429.84665
27168,27181,0.26127227362308325,27168_27181,780,240.0,2,31,,POINT (423842 4537920),41.0,321.0,I15,240.0,40358.4620284,3156925.4322
27168,27189,0.2761161190741873,27168_27189,780,240.0,4,33,,POINT (423863 4537928),41.0,321.0,I15,240.0,40358.4620284,3156925.4322
27170,27150,0.6996176779085557,27170_27150,776,160.0,4,33,0015_324.4,POINT (423085.7465 4538591.741),19.0,31.0,I15,160.0,38891.0515978,3843429.84665
27173,27192,0.2752519914197204,27173_27192,780,240.0,1,38,,POINT (423871.5 4537936.5),41.0,321.0,I15,240.0,40358.4620284,3156925.4322
27174,27178,0.07707276586283865,27174_27178,780,240.0,2,41,,POINT (424032.5 4537736),41.0,321.0,I15,240.0,40358.4620284,3156925.4322
27176,27206,0.12443599936579196,27176_27206,780,240.0,2,31,,POINT (424125 4537727),41.0,321.0,I15,240.0,40358.4620284,3156925.4322
