A,B,DISTANCE,LINKID,TAZID,HOT_ZONEID,LANES,FT,geometry
22763,22737,0.2485195777022584,22763_22737,1603,0,4,34,"LINESTRING (419536 4500321, 419745 4499980)"
22769,22705,0.1871105912643056,22769_22705,1800,0,0,34,"LINESTRING (423383 4496496, 423357 4496196)"
22769,22937,0.613694844120132,22769_22937,1800,0,0,34,"LINESTRING (423383 4496496, 423631 4497452)"
22770,22864,0.3416674368710943,22770_22864,1800,0,1,38,"LINESTRING (423389 4496498, 423528 4497030)"
22771,22790,0.1917868738379646,22771_22790,1603,0,4,34,"LINESTRING (419594 4500295, 419483 4500583)"
22775,22868,0.3318648183926697,22775_22868,1800,0,5,34,"LINESTRING (423402 4496511, 423536 4497028)"
22776,22735,0.11066803631577699,22776_22735,1800,0,0,31,"LINESTRING (423364.3521 4496551.652, 423323.5595 4496378.284)"
22776,22754,0.06590596566911949,22776_22754,1800,0,3,31,"LINESTRING (423364.3521 4496551.652, 423355 4496446)"
22777,22810,0.12242062619521579,22777_22810,1801,0,2,31,"LINESTRING (423413.099 4496506.858, 423469.7329 4496695.559)"
22782,22743,0.3162445395031017,22782_22743,1604,0,4,34,"LINESTRING (420230 4499782, 419773 4500006)"
22783,22832,0.18354176852302098,22783_22832,1604,0,4,34,"LINESTRING (420292 4499732, 420587 4499717)"
22788,22763,0.17021984143542357,22788_22763,1603,0,4,34,"LINESTRING (419456 4500583, 419536 4500321)"
22790,22867,0.30573117293307367,22790_22867,1588,0,4,34,"LINESTRING (419483 4500583, 419488 4501075)"
22792,22753,0.23333518428651026,22792_22753,1340,0,0,37,"LINESTRING (412923 4507159, 413007 4506793)"
22793,22754,0.1433338689301568,22793_22754,1800,0,5,34,"LINESTRING (423414 4496669, 423355 4496446)"
22795,22755,0.1407721271975989,22795_22755,1800,0,1,38,"LINESTRING (423423 4496666, 423365 4496447)"
22799,22855,0.25366928394025035,22799_22855,1333,0,0,37,"LINESTRING (412943 4507158, 412957 4507566)"
22810,22946,0.4743762462661018,22810_22946,1791,0,2,31,"LINESTRING (423469.7329 4496695.559, 423695 4497425)"
22823,22782,0.1741839787052306,22823_22782,1604,0,4,34,"LINESTRING (420508 4499746, 420230 4499782)"
22832,22894,0.27092492635413185,22832_22894,1614,0,4,34,"LINESTRING (420587 4499717, 421023 4499714)"
22843,22823,0.08266359519050002,22843_22823,1604,0,4,34,"LINESTRING (420641 4499749, 420508 4499746)"
22852,22792,0.24920842867455575,22852_22792,1333,0,0,37,"LINESTRING (412930 4507560, 412923 4507159)"
22855,22977,0.4346776549877495,22855_22977,1333,0,0,37,"LINESTRING (412957 4507566, 413078 4508255)"
22856,22788,0.3050940136950551,22856_22788,1588,0,4,34,"LINESTRING (419456 4501074, 419456 4500583)"
22864,22940,0.2718745384619967,22864_22940,1786,0,1,38,"LINESTRING (423528 4497030, 423636 4497454)"
22867,22996,0.5524174870617553,22867_22996,1588,0,4,34,"LINESTRING (419488 4501075, 419495 4501964)"
22868,22943,0.26977883288916465,22868_22943,1786,0,5,34,"LINESTRING (423536 4497028, 423646 4497448)"
22877,22793,0.2718745384619967,22877_22793,1800,0,5,34,"LINESTRING (423522 4497093, 423414 4496669)"
22880,22795,0.2726304304565314,22880_22795,1800,0,1,38,"LINESTRING (423532 4497091, 423423 4496666)"
22893,22843,0.2143744946824899,22893_22843,1605,0,4,34,"LINESTRING (420986 4499750, 420641 4499749)"
22894,22928,0.22452287325007617,22894_22928,1654,0,4,34,"LINESTRING (421023 4499714, 421382 4499673)"
22921,23362,1.7520597938102174,22921_23362,975,0,2,35,"LINESTRING (407079 4513928, 409898 4513867)"
22924,22544,1.7410891800959793,22924_22544,954,0,2,35,"LINESTRING (407079 4513950, 404277 4513955)"
22925,22957,0.08454780243948284,22925_22957,1322,0,2,33,"LINESTRING (412301 4508746, 412436 4508763)"
22927,22877,0.22335216872631253,22927_22877,1786,0,5,34,"LINESTRING (423612 4497441, 423522 4497093)"
22928,22951,0.1747659840544899,22928_22951,1654,0,4,34,"LINESTRING (421382 4499673, 421623 4499528)"
22930,22631,0.9770913898287157,22930_22631,1322,0,2,33,"LINESTRING (412274 4508782, 410861 4508092)"
22933,22880,0.22787442007867684,22933_22880,1786,0,1,38,"LINESTRING (423624 4497446, 423532 4497091)"
22934,22966,0.2807889825069906,22934_22966,1648,0,4,34,"LINESTRING (422072 4499002, 422482 4498812)"
22937,22769,0.613694844120132,22937_22769,1800,0,0,34,"LINESTRING (423631 4497452, 423383 4496496)"
22937,23000,0.2405001484044645,22937_23000,1786,0,0,34,"LINESTRING (423631 4497452, 423637 4497839)"
22940,22998,0.22999186652070722,22940_22998,1786,0,1,38,"LINESTRING (423636 4497454, 423646 4497824)"
22943,23001,0.23309761121829686,22943_23001,1786,0,5,34,"LINESTRING (423646 4497448, 423656 4497823)"
22944,22893,0.2519013193187617,22944_22893,1638,0,4,34,"LINESTRING (421389 4499706, 420986 4499750)"
22946,22976,0.10987057838216957,22946_22976,1791,0,3,31,"LINESTRING (423695 4497425, 423736 4497597)"
22947,22958,0.40312582918936396,22947_22958,1638,0,4,34,"LINESTRING (422083 4499041, 421666 4499538)"
22950,22776,0.6432887969877837,22950_22776,1786,0,3,31,"LINESTRING (423581 4497564, 423364.3521 4496551.652)"
22950,22895,0.21730729219620892,22950_22895,1786,0,2,31,"LINESTRING (423581 4497564, 423518 4497220)"
22951,22934,0.42972630829711045,22951_22934,1638,0,4,34,"LINESTRING (421623 4499528, 422072 4499002)"
22957,23002,0.15949441109097612,22957_23002,1322,0,2,33,"LINESTRING (412436 4508763, 412690 4508800)"
22957,23004,0.23684410685233417,22957_23004,1322,0,2,31,"LINESTRING (412436 4508763, 412814 4508714)"
22958,22944,0.2013027105698439,22958_22944,1638,0,4,34,"LINESTRING (421666 4499538, 421389 4499706)"
22966,23058,0.4027363052225598,22966_23058,1655,0,4,34,"LINESTRING (422482 4498812, 423124 4498723)"
22967,22950,0.0828665253560927,22967_22950,1786,0,4,31,"LINESTRING (423600 4497696, 423581 4497564)"
22968,22852,0.43385212742716667,22968_22852,1333,0,0,37,"LINESTRING (413049 4508248, 412930 4507560)"
22976,23049,0.3315988662875997,22976_23049,1668,0,3,31,"LINESTRING (423736 4497597, 423694 4498129)"
22977,23048,0.2773648094332539,22977_23048,1322,0,0,37,"LINESTRING (413078 4508255, 413113 4508700)"
22979,22947,0.28387010704213056,22979_22947,1648,0,4,34,"LINESTRING (422498 4498850, 422083 4499041)"
22983,23040,0.22742581706791717,22983_23040,1323,0,2,31,"LINESTRING (413097 4508266, 413151 4508628)"
22984,22856,0.5176571949308038,22984_22856,1588,0,4,34,"LINESTRING (419468 4501907, 419456 4501074)"
22992,22927,0.24238634636097292,22992_22927,1786,0,5,34,"LINESTRING (423620 4497831, 423612 4497441)"
22994,22933,0.23554043165984578,22994_22933,1786,0,1,38,"LINESTRING (423631 4497825, 423624 4497446)"
22996,23039,0.19513577391603404,22996_23039,1588,0,4,34,"LINESTRING (419495 4501964, 419500 4502278)"
22998,23063,0.3483513321748625,22998_23063,1786,0,1,38,"LINESTRING (423646 4497824, 423499 4498365)"
23000,22937,0.2405001484044645,23000_22937,1786,0,0,34,"LINESTRING (423637 4497839, 423631 4497452)"
23000,23059,0.3368046586269565,23000_23059,1786,0,0,34,"LINESTRING (423637 4497839, 423491 4498361)"
23001,23064,0.35135043231953655,23001_23064,1668,0,5,34,"LINESTRING (423656 4497823, 423509 4498369)"
23002,23043,0.175624384010822,23002_23043,1322,0,2,33,"LINESTRING (412690 4508800, 412972 4508819)"
23003,22964,0.20105321241533272,23003_22964,1322,0,2,31,"LINESTRING (412953 4508561, 413035 4508248)"
23004,23003,0.12844542516805285,23004_23003,1322,0,2,31,"LINESTRING (412814 4508714, 412953 4508561)"
23004,23029,0.10583055839558463,23004_23029,1322,0,0,31,"LINESTRING (412814 4508714, 412982 4508742)"
23005,22930,0.26743943221154326,23005_22930,1322,0,2,33,"LINESTRING (412701 4508836, 412274 4508782)"
23015,22967,0.22279917138310898,23015_22967,1786,0,4,31,"LINESTRING (423543 4498050, 423600 4497696)"
23029,23098,0.15339350901638124,23029_23098,1322,0,0,31,"LINESTRING (412982 4508742, 413161 4508912)"
23030,23003,0.10703494848886862,23030_23003,1322,0,0,31,"LINESTRING (412999 4508727, 412953 4508561)"
23038,23015,0.17430031372822788,23038_23015,1667,0,4,31,"LINESTRING (423457 4498317, 423543 4498050)"
23039,23123,0.25044096495304946,23039_23123,1579,0,4,34,"LINESTRING (419500 4502278, 419506 4502681)"
23040,23105,0.15744780823646445,23040_23105,1323,0,2,31,"LINESTRING (413151 4508628, 413345 4508791)"
23040,23116,0.1710446266067853,23040_23116,1323,0,0,31,"LINESTRING (413151 4508628, 413353 4508815)"
23040,23117,0.2492479332520364,23040_23117,1323,0,0,31,"LINESTRING (413151 4508628, 413141 4509029)"
23041,22968,0.2836578452992636,23041_22968,1322,0,0,37,"LINESTRING (413086 4508703, 413049 4508248)"
23043,23066,0.06837641610018672,23043_23066,1322,0,2,33,"LINESTRING (412972 4508819, 413082 4508816)"
23047,22979,0.34175331050027397,23047_22979,1648,0,4,34,"LINESTRING (423042 4498769, 422498 4498850)"
23048,23095,0.15410043868915207,23048_23095,1323,0,0,37,"LINESTRING (413113 4508700, 413113 4508948)"
23049,23111,0.20505676895522928,23049_23111,1668,0,2,31,"LINESTRING (423694 4498129, 423696 4498459)"
23049,23137,0.24844033063367144,23049_23137,1668,0,2,31,"LINESTRING (423694 4498129, 423762 4498523)"
23054,22992,0.34089813122424845,23054_22992,1786,0,5,34,"LINESTRING (423471 4498359, 423620 4497831)"
23056,22994,0.34645026854899513,23056_22994,1786,0,1,38,"LINESTRING (423481 4498362, 423631 4497825)"
23058,23067,0.08817583464702267,23058_23067,1667,0,2,31,"LINESTRING (423124 4498723, 423248 4498654)"
23058,23096,0.20907692191644367,23058_23096,1667,0,4,34,"LINESTRING (423124 4498723, 423444 4498619)"
23059,23000,0.3368046586269565,23059_23000,1786,0,0,34,"LINESTRING (423491 4498361, 423637 4497839)"
23059,23097,0.1446411057009478,23059_23097,1667,0,0,34,"LINESTRING (423491 4498361, 423472 4498593)"
23063,23084,0.10814385104168932,23063_23084,1668,0,1,38,"LINESTRING (423499 4498365, 423480 4498538)"
23064,23087,0.10437027521487702,23064_23087,1668,0,5,34,"LINESTRING (423509 4498369, 423491 4498536)"
23066,23116,0.16839315807235863,23066_23116,1323,0,2,33,"LINESTRING (413082 4508816, 413353 4508815)"
23067,23074,0.08817583464702267,23067_23074,1667,0,2,31,"LINESTRING (423248 4498654, 423372 4498585)"
23067,23119,0.224028785810625,23067_23119,1667,0,1,31,"LINESTRING (423248 4498654, 423600 4498576)"
23071,23005,0.2429575346230675,23071_23005,1322,0,2,33,"LINESTRING (413092 4508835, 412701 4508836)"
23074,23038,0.17470300870361868,23074_23038,1667,0,2,31,"LINESTRING (423372 4498585, 423457 4498317)"
23080,26230,0.11876149839530975,23080_26230,890,0,3,33,"LINESTRING (422791.78463 4520971.96903, 422784 4520781)"
23082,23005,0.22869555829920973,23082_23005,1209,0,2,31,"LINESTRING (413043 4508972, 412701 4508836)"
23082,23031,0.18020773536123838,23082_23031,1322,0,0,31,"LINESTRING (413043 4508972, 413046 4508682)"
23084,23130,0.1265801999630614,23084_23130,1657,0,1,38,"LINESTRING (423480 4498538, 423497 4498741)"
23086,23096,0.08617165209767838,23086_23096,1656,0,2,31,"LINESTRING (423328 4498695, 423444 4498619)"
23087,23131,0.12772195304344927,23087_23131,1657,0,4,34,"LINESTRING (423491 4498536, 423506 4498741)"
23088,23041,0.15472181142580188,23088_23041,1322,0,0,37,"LINESTRING (413086 4508952, 413086 4508703)"
23089,23054,0.14273325354605834,23089_23054,1667,0,5,34,"LINESTRING (423453 4498588, 423471 4498359)"
23090,23038,0.18525350458181808,23090_23038,1667,0,2,31,"LINESTRING (423431 4498614, 423457 4498317)"
23094,23056,0.13963615553111358,23094_23056,1667,0,1,38,"LINESTRING (423463 4498586, 423481 4498362)"
23095,23174,0.285855772410172,23095_23174,1210,0,0,37,"LINESTRING (413113 4508948, 413107 4509408)"
23096,23189,0.33183398585840107,23096_23189,1657,0,4,34,"LINESTRING (423444 4498619, 423978 4498613)"
23097,23059,0.1446411057009478,23097_23059,1667,0,0,34,"LINESTRING (423472 4498593, 423491 4498361)"
23097,23136,0.12039247103765127,23097_23136,1656,0,0,34,"LINESTRING (423472 4498593, 423498 4498785)"
23098,23141,0.14541316936077942,23098_23141,1210,0,0,31,"LINESTRING (413161 4508912, 413164 4509146)"
23101,23086,0.0719129892213171,23101_23086,1656,0,2,31,"LINESTRING (423303 4498808, 423328 4498695)"
23102,23047,0.1895349822787267,23102_23047,1656,0,4,34,"LINESTRING (423347 4498765, 423042 4498769)"
23105,23198,0.3044726409584053,23105_23198,1324,0,2,31,"LINESTRING (413345 4508791, 413835 4508791)"
23106,23030,0.18379403083681098,23106_23030,1323,0,0,31,"LINESTRING (413216 4508928, 412999 4508727)"
23111,23139,0.15603509522274345,23111_23139,1668,0,2,31,"LINESTRING (423696 4498459, 423613 4498696)"
23114,23102,0.031167897905935237,23114_23102,1656,0,4,34,"LINESTRING (423397 4498769, 423347 4498765)"
23116,23201,0.29578386570021975,23116_23201,1324,0,2,33,"LINESTRING (413353 4508815, 413829 4508811)"
23118,22984,0.49027726481563694,23118_22984,1579,0,4,34,"LINESTRING (419474 4502696, 419468 4501907)"
23120,23071,0.15599549868723572,23120_23071,1210,0,2,33,"LINESTRING (413343 4508840, 413092 4508835)"
23123,23366,0.9303628709279382,23123_23366,1574,0,4,34,"LINESTRING (419506 4502681, 419619 4504174)"
23130,23217,0.23739528936224805,23130_23217,1657,0,1,38,"LINESTRING (423497 4498741, 423596 4499110)"
23131,23218,0.23495860732331056,23131_23218,1657,0,4,34,"LINESTRING (423506 4498741, 423601 4499107)"
23134,23141,0.14945425784460248,23134_23141,1210,0,2,31,"LINESTRING (413306.7419 4508952.413, 413164 4509146)"
23136,23097,0.12039247103765127,23136_23097,1656,0,0,34,"LINESTRING (423498 4498785, 423472 4498593)"
23136,23222,0.23963809757864557,23136_23222,1656,0,0,34,"LINESTRING (423498 4498785, 423596 4499158)"
23137,23189,0.1454012203760548,23137_23189,1668,0,2,31,"LINESTRING (423762 4498523, 423978 4498613)"
23139,23114,0.14167434660911293,23139_23114,1657,0,2,31,"LINESTRING (423613 4498696, 423397 4498769)"
23140,23047,0.23178119292186192,23140_23047,1656,0,1,31,"LINESTRING (423378 4498931, 423042 4498769)"
23140,23101,0.08951650144936162,23140_23101,1656,0,2,31,"LINESTRING (423378 4498931, 423303 4498808)"
23141,23175,0.16365122442592125,23141_23175,1210,0,2,31,"LINESTRING (413164 4509146, 413122 4509406)"
23144,23090,0.15387101142821627,23144_23090,1656,0,2,31,"LINESTRING (423467 4498859, 423431 4498614)"
23147,23089,0.16346945656028253,23147_23089,1656,0,5,34,"LINESTRING (423486 4498849, 423453 4498588)"
23148,23094,0.16108421571346304,23148_23094,1656,0,1,38,"LINESTRING (423497 4498843, 423463 4498586)"
23155,23106,0.19118896757055956,23155_23106,1210,0,0,31,"LINESTRING (413516.939 4508863.909, 413216 4508928)"
23155,23134,0.141716281111801,23155_23134,1210,0,2,31,"LINESTRING (413516.939 4508863.909, 413306.7419 4508952.413)"
23161,23082,0.23614207893496547,23161_23082,1209,0,2,31,"LINESTRING (413071 4509351, 413043 4508972)"
23164,23088,0.24917046739657253,23164_23088,1209,0,0,37,"LINESTRING (413086 4509353, 413086 4508952)"
23165,23121,0.1983123525194924,23165_23121,1657,0,2,31,"LINESTRING (423709 4498756, 423392 4498793)"
23165,23169,0.1180804406300193,23165_23169,1657,0,2,31,"LINESTRING (423709 4498756, 423585 4498900)"
23169,23218,0.1290078147857572,23169_23218,1657,0,2,31,"LINESTRING (423585 4498900, 423601 4499107)"
23174,23277,0.3798234565806689,23174_23277,1210,0,0,37,"LINESTRING (413107 4509408, 413125 4510019)"
23186,23140,0.12030424497194542,23186_23140,1656,0,3,31,"LINESTRING (423525 4499057, 423378 4498931)"
23189,23234,0.197659048438605,23189_23234,1669,0,4,34,"LINESTRING (423978 4498613, 424290 4498551)"
23193,23114,0.35734497262411175,23193_23114,1657,0,4,34,"LINESTRING (423959 4498647, 423397 4498769)"
23193,23165,0.16946624269949775,23193_23165,1658,0,2,31,"LINESTRING (423959 4498647, 423709 4498756)"
23198,23260,0.23878910427658231,23198_23260,1324,0,3,31,"LINESTRING (413835 4508791, 414219 4508806)"
23201,23260,0.24235528226796565,23201_23260,1324,0,3,33,"LINESTRING (413829 4508811, 414219 4508806)"
23203,23120,0.29206898250967456,23203_23120,1211,0,2,33,"LINESTRING (413813 4508834, 413343 4508840)"
23208,23262,0.23302803181835602,23208_23262,1324,0,0,38,"LINESTRING (413842 4508817, 414217 4508813)"
23213,23155,0.19220952502362829,23213_23155,1211,0,2,31,"LINESTRING (413826 4508851, 413516.939 4508863.909)"
23217,23431,0.8307725603871964,23217_23431,1640,0,1,38,"LINESTRING (423596 4499110, 423742 4500439)"
23218,23435,0.8335175046400879,23218_23435,1640,0,4,34,"LINESTRING (423601 4499107, 423751 4500440)"
23222,23136,0.23963809757864557,23222_23136,1656,0,0,34,"LINESTRING (423596 4499158, 423498 4498785)"
23222,23492,0.9958891491423789,23222_23492,1640,0,0,34,"LINESTRING (423596 4499158, 423763 4500752)"
23228,23147,0.23208500464419762,23228_23147,1656,0,5,34,"LINESTRING (423599 4499205, 423486 4498849)"
23228,23186,0.10281794421003917,23228_23186,1656,0,3,31,"LINESTRING (423599 4499205, 423525 4499057)"
23229,23148,0.23235352589931432,23229_23148,1656,0,1,38,"LINESTRING (423605 4499201, 423497 4498843)"
23234,23243,0.13908342965445786,23234_23243,1669,0,4,34,"LINESTRING (424290 4498551, 424475 4498425)"
23237,23193,0.21301396956333235,23237_23193,1659,0,4,34,"LINESTRING (424295 4498579, 423959 4498647)"
23243,23248,0.16592513755068378,23243_23248,1659,0,4,34,"LINESTRING (424475 4498425, 424691 4498268)"
23248,23301,0.29798046040562554,23248_23301,1787,0,3,34,"LINESTRING (424691 4498268, 425164 4498189)"
23249,23237,0.22596960923071796,23249_23237,1659,0,4,34,"LINESTRING (424594 4498372, 424295 4498579)"
23260,23318,0.29144766050722365,23260_23318,1324,0,3,33,"LINESTRING (414219 4508806, 414688 4508800)"
23262,23320,0.29145627145104624,23262_23320,1324,0,0,38,"LINESTRING (414217 4508813, 414686 4508806)"
23265,23209,0.23741643186058042,23265_23209,1324,0,0,38,"LINESTRING (414217 4508821, 413835 4508829)"
23270,23203,0.25105381051197867,23270_23203,1324,0,3,33,"LINESTRING (414217 4508829, 413813 4508834)"
23270,23213,0.2433410197638725,23270_23213,1211,0,3,31,"LINESTRING (414217 4508829, 413826 4508851)"
23275,23164,0.4195595959451605,23275_23164,1210,0,0,37,"LINESTRING (413103 4510028, 413086 4509353)"
23277,23331,0.24360664351737554,23277_23331,1210,0,0,37,"LINESTRING (413125 4510019, 413131 4510411)"
23291,23249,0.25211275136339256,23291_23249,1660,0,4,34,"LINESTRING (424980 4498247, 424594 4498372)"
23301,23416,0.5590711202689649,23301_23416,1788,0,3,34,"LINESTRING (425164 4498189, 426054 4498057)"
23318,23430,0.4306117548189605,23318_23430,1324,0,3,33,"LINESTRING (414688 4508800, 415381 4508799)"
23320,23433,0.43123446993077724,23320_23433,1324,0,0,38,"LINESTRING (414686 4508806, 415380 4508804)"
23322,23265,0.2883176193874232,23322_23265,1324,0,0,38,"LINESTRING (414681 4508820, 414217 4508821)"
23323,23270,0.2870802566002625,23323_23270,1324,0,3,33,"LINESTRING (414679 4508826, 414217 4508829)"
23324,23275,0.2380060370619408,23324_23275,1210,0,0,37,"LINESTRING (413098 4510411, 413103 4510028)"
23331,23393,0.25436088599783646,23331_23393,1171,0,0,37,"LINESTRING (413131 4510411, 413114 4510820)"
23355,23291,0.37420570590355334,23355_23291,1660,0,3,34,"LINESTRING (425575 4498154, 424980 4498247)"
23362,23497,0.4790820066323983,23362_23497,975,0,2,35,"LINESTRING (409898 4513867, 410669 4513864)"
23363,23118,0.9208421106006732,23363_23118,1574,0,4,34,"LINESTRING (419595 4504173, 419474 4502696)"
23366,23531,0.6035000934064205,23366_23531,1398,0,4,34,"LINESTRING (419619 4504174, 419570 4505144)"
23367,22924,1.7512516152407729,23367_22924,975,0,2,35,"LINESTRING (409897 4513905, 407079 4513950)"
23388,23324,0.2579303185713341,23388_23324,1171,0,0,37,"LINESTRING (413089 4510826, 413098 4510411)"
23393,23460,0.3274251100215226,23393_23460,1171,0,0,37,"LINESTRING (413114 4510820, 412974 4511328)"
23416,23488,0.2448334746202559,23416_23488,1663,0,3,34,"LINESTRING (426054 4498057, 426448 4498053)"
23420,23228,0.7538183553143768,23420_23228,1640,0,5,34,"LINESTRING (423721 4500412, 423599 4499205)"
23421,23355,0.3004599020746904,23421_23355,1661,0,3,34,"LINESTRING (426053 4498081, 425575 4498154)"
23422,23229,0.7533262287185539,23422_23229,1640,0,1,38,"LINESTRING (423729 4500407, 423605 4499201)"
23430,23516,0.29831133730941367,23430_23516,1325,0,3,33,"LINESTRING (415381 4508799, 415861 4508790)"
23431,23502,0.2233383388706506,23431_23502,1640,0,1,38,"LINESTRING (423742 4500439, 423774 4500797)"
23433,23518,0.2989216221968942,23433_23518,1325,0,0,38,"LINESTRING (415380 4508804, 415861 4508796)"
23435,23504,0.22261193204359916,23435_23504,1641,0,4,34,"LINESTRING (423751 4500440, 423781 4500797)"
23436,23322,0.43623950808233825,23436_23322,1324,0,0,38,"LINESTRING (415383 4508811, 414681 4508820)"
23441,23323,0.4374905359620006,23441_23323,1211,0,3,33,"LINESTRING (415383 4508816, 414679 4508826)"
23453,23388,0.3159269451076403,23453_23388,1171,0,0,37,"LINESTRING (412957 4511317, 413089 4510826)"
23460,23476,0.5756159049158556,23460_23476,1055,0,0,37,"LINESTRING (412974 4511328, 412385 4512043)"
23473,23453,0.5809685557552775,23473_23453,1055,0,0,37,"LINESTRING (412351 4512029, 412957 4511317)"
23476,23537,0.36266136448145203,23476_23537,1055,0,0,37,"LINESTRING (412385 4512043, 412166 4512584)"
23488,23544,0.18610502464900355,23488_23544,1794,0,2,31,"LINESTRING (426448 4498053, 426746 4498023)"
23488,23684,0.6375332727958833,23488_23684,1664,0,3,34,"LINESTRING (426448 4498053, 427474 4498057)"
23492,23222,0.9958891491423789,23492_23222,1640,0,0,34,"LINESTRING (423763 4500752, 423596 4499158)"
23492,23586,0.3006365436472116,23492_23586,1632,0,0,34,"LINESTRING (423763 4500752, 423805 4501234)"
23497,23675,0.6108549109816693,23497_23675,1009,0,2,35,"LINESTRING (410669 4513864, 411652 4513852)"
23501,23367,0.48285499625739714,23501_23367,976,0,2,35,"LINESTRING (410674 4513894, 409897 4513905)"
23502,23587,0.2730790024814643,23502_23587,1632,0,1,38,"LINESTRING (423774 4500797, 423810 4501235)"
23504,23589,0.2730790024814643,23504_23589,1633,0,4,34,"LINESTRING (423781 4500797, 423817 4501235)"
23509,23421,0.29579691900038896,23509_23421,1663,0,3,34,"LINESTRING (426529 4498075, 426053 4498081)"
23510,23420,0.27065401561847946,23510_23420,1640,0,5,34,"LINESTRING (423758 4500846, 423721 4500412)"
23512,23422,0.2730790024814643,23512_23422,1640,0,1,38,"LINESTRING (423765 4500845, 423729 4500407)"
23516,23614,0.33434530524594597,23516_23614,1325,0,3,33,"LINESTRING (415861 4508790, 416399 4508781)"
23518,23617,0.33247157825004653,23518_23617,1325,0,0,38,"LINESTRING (415861 4508796, 416396 4508788)"
23520,23436,0.2989216221968942,23520_23436,1325,0,0,38,"LINESTRING (415864 4508803, 415383 4508811)"
23524,23441,0.29951777306990934,23524_23441,1212,0,3,33,"LINESTRING (415865 4508811, 415383 4508816)"
23526,23363,0.6036996701060369,23526_23363,1398,0,4,34,"LINESTRING (419540 4505143, 419595 4504173)"
23531,23599,0.2469978122114942,23531_23599,1385,0,4,34,"LINESTRING (419570 4505144, 419550 4505541)"
23535,23473,0.3730990155387955,23535_23473,1055,0,0,37,"LINESTRING (412145 4512593, 412351 4512029)"
23544,23561,0.11744602241562255,23544_23561,1796,0,1,31,"LINESTRING (426746 4498023, 426928 4497972)"
23547,23560,0.06915127622967587,23547_23560,1829,0,2,31,"LINESTRING (427121 4497655, 427129 4497766)"
23552,23509,0.12511830336324084,23552_23509,1663,0,2,31,"LINESTRING (426730 4498087, 426529 4498075)"
23560,23600,0.10046465397900153,23560_23600,1829,0,2,31,"LINESTRING (427129 4497766, 427175 4497921)"
23561,23562,0.09321419509910486,23561_23562,1796,0,1,31,"LINESTRING (426928 4497972, 427038 4497870)"
23562,23547,0.14320451107075366,23562_23547,1796,0,1,31,"LINESTRING (427038 4497870, 427121 4497655)"
23579,23510,0.22452201341603878,23579_23510,1632,0,5,34,"LINESTRING (423789 4501206, 423758 4500846)"
23580,23512,0.22581406810408064,23580_23512,1632,0,1,38,"LINESTRING (423797 4501207, 423765 4500845)"
23586,23492,0.3006365436472116,23586_23492,1632,0,0,34,"LINESTRING (423805 4501234, 423763 4500752)"
23586,23596,0.02983236328969094,23586_23596,1632,0,0,34,"LINESTRING (423805 4501234, 423804 4501282)"
23587,23844,0.8568955333748176,23587_23844,1626,0,1,38,"LINESTRING (423810 4501235, 423820 4502614)"
23589,23846,0.8569002645018543,23589_23846,1626,0,4,34,"LINESTRING (423817 4501235, 423828 4502614)"
23595,23624,0.07407117486763817,23595_23624,1385,0,1,31,"LINESTRING (419601 4505479, 419720 4505486)"
23596,23586,0.02983236328969094,23596_23586,1632,0,0,34,"LINESTRING (423804 4501282, 423805 4501234)"
23596,23685,0.20256400519499945,23596_23685,1633,0,0,31,"LINESTRING (423804 4501282, 424036.6732 4501510.332)"
23596,23740,0.48219965670996695,23596_23740,1626,0,0,34,"LINESTRING (423804 4501282, 423810 4502058)"
23599,23692,0.32479016829653007,23599_23692,1369,0,4,34,"LINESTRING (419550 4505541, 419523 4506063)"
23600,23619,0.0832198825066787,23600_23619,1829,0,2,31,"LINESTRING (427175 4497921, 427139 4498050)"
23602,23552,0.18337234806814276,23602_23552,1664,0,2,31,"LINESTRING (427025 4498095, 426730 4498087)"
23608,23596,0.1413749459544651,23608_23596,1632,0,0,31,"LINESTRING (423671.4547 4501466.925, 423804 4501282)"
23614,23665,0.17648735979794683,23614_23665,1325,0,3,33,"LINESTRING (416399 4508781, 416683 4508777)"
23616,23520,0.3249993262415972,23616_23520,1325,0,0,38,"LINESTRING (416387 4508797, 415864 4508803)"
23617,23666,0.1777223792566819,23617_23666,1325,0,0,38,"LINESTRING (416396 4508788, 416682 4508785)"
23619,23602,0.07615556022648601,23619_23602,1664,0,2,31,"LINESTRING (427139 4498050, 427025 4498095)"
23620,23524,0.3262419902536601,23620_23524,1325,0,3,33,"LINESTRING (416390 4508805, 415865 4508811)"
23624,23641,0.047849735439816216,23624_23641,1385,0,1,31,"LINESTRING (419720 4505486, 419767 4505547)"
23632,23618,0.134073171841011,23632_23618,1325,0,0,31,"LINESTRING (416560 4508696, 416673.7505 4508512.65)"
23635,23690,0.13544958532416415,23635_23690,1326,0,0,31,"LINESTRING (416754.2074 4508520.313, 416870 4508705)"
23641,23655,0.06364143129019034,23641_23655,1369,0,1,31,"LINESTRING (419767 4505547, 419750 4505648)"
23649,23692,0.1619543402342077,23649_23692,1369,0,2,31,"LINESTRING (419560 4505805, 419523 4506063)"
23655,23649,0.15315167849361336,23655_23649,1369,0,1,31,"LINESTRING (419750 4505648, 419560 4505805)"
23656,23526,0.4722126190195321,23656_23526,1385,0,4,34,"LINESTRING (419502 4505902, 419540 4505143)"
