Z,X,Y,ACRES,DEVACRES,SQMILE,CBD,PRKCSTPERM,PRKCSTTEMP,POP5,EMP5,DEVACRE5,URBANVAL,ATYPE,TERMTIME
242,416486.87040,4576921.70300,235.03,235.03,0.36724,0,0.00,0.00,3628,2,2366,1.54,2,1
243,417785.00000,4576920.00000,286.84,278.23,0.44819,0,0.00,0.00,3430,199,1956,1.96,2,1
244,413936.04030,4575771.32800,180.17,178.36,0.28151,0,0.00,0.00,4204,2081,2887,2.95,2,1
245,415055.15450,4575214.89700,329.99,329.99,0.51561,0,0.00,0.00,5307,2680,2813,3.86,2,1
246,415260.00000,4575922.00000,203.57,201.54,0.31808,0,0.00,0.00,5083,1524,2511,3.28,2,1
247,416183.00000,4575847.00000,412.04,407.92,0.64381,0,0.00,0.00,5703,1287,2354,3.56,2,1
248,417115.00000,4576111.00000,86.31,86.31,0.13485,0,0.00,0.00,5878,239,2115,3.01,2,1
249,417843.00000,4575893.00000,283.43,280.59,0.44285,0,0.00,0.00,5542,247,1685,3.59,2,1
250,416895.00000,4575212.00000,199.97,197.97,0.31245,0,0.00,0.00,8177,1166,2030,5.22,3,1
251,417574.72440,4575064.84800,127.50,127.50,0.19921,0,0.00,0.00,6205,335,1398,4.93,2,1
252,414588.00000,4574089.00000,392.18,388.25,0.61277,0,0.00,0.00,4192,6522,2706,6.54,3,1
253,415736.62630,4574302.10000,354.26,354.26,0.55353,0,0.00,0.00,7260,2688,2450,5.23,3,1
254,416472.00000,4574117.00000,354.18,347.10,0.55341,0,0.00,0.00,6479,1624,1637,6.01,3,1
255,417399.66750,4573589.36800,247.92,242.96,0.38737,0,0.00,0.00,5936,1245,1510,5.64,3,1
256,417555.00000,4574343.00000,96.01,96.01,0.15002,0,0.00,0.00,5582,936,1507,4.99,2,1
257,415974.20360,4572614.05100,161.34,161.34,0.25209,0,0.00,0.00,6529,4490,1893,8.36,3,1
258,416469.00000,4573151.00000,62.10,62.10,0.09703,0,0.00,0.00,8090,4206,2179,7.71,3,1
259,417293.38290,4573095.45800,47.32,47.32,0.07394,0,0.00,0.00,7849,1522,1568,7.01,3,1
260,419081.00000,4576585.00000,303.63,291.49,0.47443,0,0.00,0.00,6419,8,2202,2.92,2,1
261,420166.43280,4576494.10400,391.57,387.66,0.61183,0,0.00,0.00,6357,166,2184,3.07,2,1
262,421292.18340,4575294.01200,392.86,373.21,0.61384,0,0.00,0.00,7548,173,2109,3.75,2,1
263,418613.00000,4575539.00000,196.28,194.32,0.30669,0,0.00,0.00,7160,218,1720,4.42,2,1
264,419451.00000,4575290.00000,395.77,395.77,0.61838,0,0.00,0.00,8075,192,1991,4.25,2,1
265,420335.00000,4574989.00000,198.03,196.05,0.30942,0,0.00,0.00,7965,173,2084,3.99,2,1
266,418562.00000,4574356.00000,118.38,116.01,0.18496,0,0.00,0.00,5820,801,1234,6.06,3,1
267,418480.00000,4574743.00000,132.23,132.23,0.20660,0,0.00,0.00,7794,308,1649,5.11,3,1
268,420929.00000,4574680.00000,64.50,64.50,0.10079,0,0.00,0.00,7859,173,1803,4.56,2,1
269,418399.00000,4573868.00000,167.29,167.29,0.26139,0,0.00,0.00,5185,757,1202,5.62,3,1
270,418348.00000,4573360.00000,79.85,79.85,0.12476,0,0.00,0.00,7370,2106,1351,8.68,3,1
271,419439.00000,4573511.00000,181.77,181.77,0.28402,0,0.00,0.00,5615,1769,1201,7.73,3,1
272,419497.35470,4574139.94000,139.31,139.31,0.21767,0,0.00,0.00,8715,347,1549,6.09,3,1
273,420284.00000,4574042.00000,138.65,138.65,0.21664,0,0.00,0.00,9630,271,1875,5.44,3,1
274,421176.03990,4573884.82700,307.53,307.53,0.48052,0,0.00,0.00,6371,187,1777,3.80,2,1
275,421901.83707,4573830.51808,128.02,106.26,0.20003,0,0.00,0.00,5979,253,1759,3.70,2,1
276,418439.00000,4572450.00000,225.37,225.37,0.35215,0,0.00,0.00,10169,2859,1687,9.54,3,1
277,418450.00000,4573065.00000,46.95,46.95,0.07337,0,0.00,0.00,7370,2106,1351,8.68,3,1
278,419319.00000,4572623.00000,243.58,243.58,0.38060,0,0.00,0.00,8142,2336,1318,9.85,3,1
279,420047.00000,4572543.00000,121.56,121.56,0.18994,0,0.00,0.00,6917,1495,1591,6.29,3,1
280,420302.00000,4573390.00000,81.61,81.61,0.12751,0,0.00,0.00,8005,1195,1648,6.36,3,1
281,420862.01920,4572702.15100,373.15,369.42,0.58305,0,0.00,0.00,6773,1111,1695,5.35,3,1
282,418390.63570,4571229.92500,284.67,284.67,0.44480,0,0.00,0.00,11274,2359,1926,8.39,3,1
283,419262.00000,4571683.00000,171.33,171.33,0.26770,0,0.00,0.00,10479,2215,1582,9.53,3,1
284,420107.00000,4571624.00000,166.08,166.08,0.25950,0,0.00,0.00,7624,1566,1618,6.71,3,1
285,420947.66120,4571356.34900,171.84,159.81,0.26850,0,0.00,0.00,8189,576,1562,6.01,3,1
286,419274.00000,4571077.00000,85.80,85.80,0.13406,0,0.00,0.00,10785,1999,1718,8.69,3,1
287,420193.19600,4571054.56200,95.73,95.73,0.14958,0,0.00,0.00,8949,575,1341,7.56,3,1
288,417262.12270,4572489.01000,420.47,420.47,0.65699,0,0.00,0.00,8918,1621,1500,8.18,3,1
289,416714.04260,4571151.33000,246.06,236.22,0.38447,0,0.00,0.00,9809,1692,2433,5.47,3,1
290,416093.00000,4571209.00000,106.04,106.04,0.16569,0,0.00,0.00,8414,3569,2591,6.10,3,1
291,417095.00000,4571578.00000,215.83,213.67,0.33724,0,0.00,0.00,11012,1646,2046,7.05,3,1
292,417468.00000,4569580.00000,381.31,381.31,0.59579,0,0.00,0.00,6729,5706,2309,8.03,3,1
293,418292.00000,4570372.00000,280.98,278.17,0.43904,0,0.00,0.00,11786,2942,2086,8.57,3,1
294,418482.08990,4569414.97000,232.04,232.04,0.36257,0,0.00,0.00,11758,3578,1902,10.07,3,1
295,410292.00000,4571024.00000,132.81,132.81,0.20751,0,0.00,0.00,2364,187,2270,1.21,2,1
296,409902.00000,4570431.00000,237.54,230.41,0.37115,0,0.00,0.00,1635,187,2061,0.98,1,1
297,411529.00000,4569262.00000,578.19,566.63,0.90343,0,0.00,0.00,674,115,3312,0.28,1,1
298,411571.00000,4570423.00000,298.09,298.09,0.46576,0,0.00,0.00,1921,1125,3028,1.40,2,1
299,412741.00000,4569787.00000,275.82,262.03,0.43097,0,0.00,0.00,2121,2031,2730,2.32,2,1
300,414610.00000,4569349.00000,204.77,204.77,0.31995,0,0.00,0.00,3893,1905,2201,3.56,2,1
301,415326.00000,4569350.00000,83.67,83.67,0.13073,0,0.00,0.00,2682,3818,2345,4.51,2,1
302,412839.00000,4568775.00000,404.94,396.84,0.63272,0,0.00,0.00,2153,946,2700,1.52,2,1
303,413799.00000,4568554.00000,166.53,166.53,0.26020,0,0.00,0.00,2832,1252,2412,2.25,2,1
304,414805.00000,4568523.00000,283.41,283.41,0.44283,0,0.00,0.00,1544,1776,2055,2.54,2,1
305,411829.00000,4567859.00000,337.84,327.71,0.52788,0,0.00,0.00,801,1,3203,0.25,1,1
306,412962.00000,4567435.00000,280.67,238.57,0.43855,0,0.00,0.00,1333,695,2453,1.13,2,1
307,413733.11360,4567338.84100,291.49,288.58,0.45545,0,0.00,0.00,1736,1029,2402,1.61,2,1
308,414514.27080,4566979.47200,223.45,223.45,0.34913,0,0.00,0.00,1593,6236,2751,5.27,3,1
309,414987.49980,4567522.06600,323.60,323.60,0.50562,0,0.00,0.00,1504,8518,2904,6.59,3,1
310,414562.00000,4566012.00000,212.64,204.13,0.33225,0,0.00,0.00,1912,3175,2477,3.42,2,1
311,415791.00000,4565897.00000,382.24,374.60,0.59725,0,0.00,0.00,1417,7406,2276,7.36,3,1
312,416100.94370,4570319.77000,351.18,351.18,0.54871,0,0.00,0.00,4416,1271,2236,3.15,2,1
313,419202.19560,4570434.67700,187.49,187.49,0.29296,0,0.00,0.00,12482,2447,1768,9.92,3,1
314,420159.00000,4570413.00000,204.88,204.88,0.32013,0,0.00,0.00,11009,403,1370,8.65,3,1
315,416280.00000,4569315.00000,328.75,328.75,0.51366,0,0.00,0.00,3761,3809,2465,4.72,2,1
316,419185.00000,4569362.00000,251.68,251.68,0.39324,0,0.00,0.00,13321,3375,1701,11.94,3,1
317,419888.00000,4569399.00000,147.91,147.91,0.23111,0,0.00,0.00,13409,2920,1600,12.16,3,1
318,420624.00000,4569292.00000,75.78,70.47,0.11840,0,0.00,0.00,13151,1212,1540,10.17,3,1
319,416544.91190,4568501.61500,391.87,391.87,0.61230,0,0.00,0.00,4695,7853,2595,8.07,3,1
320,420289.56860,4568562.66300,235.66,235.66,0.36822,0,0.00,0.00,13857,1558,1596,10.71,3,1
321,417594.00000,4568429.00000,203.83,203.83,0.31849,0,0.00,0.00,6915,5628,1997,9.30,3,1
322,418344.00000,4568350.00000,98.15,98.15,0.15337,0,0.00,0.00,12852,4016,1607,13.17,3,1
323,418647.00000,4568539.00000,43.85,43.85,0.06851,0,0.00,0.00,12852,4016,1607,13.17,3,1
324,419275.00000,4568401.00000,225.66,225.66,0.35260,0,0.00,0.00,13201,3921,1611,13.23,3,1
325,420872.46820,4567803.42400,172.63,167.45,0.26974,0,0.00,0.00,10143,1175,1349,9.32,3,1
326,416002.28410,4567204.94600,648.28,648.28,1.01294,0,0.00,0.00,4328,9470,2708,8.84,3,1
327,417591.00000,4567599.00000,195.70,176.13,0.30578,0,0.00,0.00,8494,10074,2044,14.36,3,1
328,418415.00000,4567577.00000,141.37,141.37,0.22089,0,0.00,0.00,11580,4494,1380,15.14,4,2
329,419364.00000,4567637.00000,234.46,234.46,0.36634,0,0.00,0.00,9599,3477,1272,13.20,3,1
330,420289.00000,4567571.00000,140.65,140.65,0.21976,0,0.00,0.00,10835,2004,1504,9.96,3,1
331,420838.18000,4566960.91300,131.83,131.83,0.20598,0,0.00,0.00,9218,1197,1233,9.48,3,1
332,421285.00000,4567406.00000,125.48,121.72,0.19607,0,0.00,0.00,9754,706,1302,8.61,3,1
333,417564.00000,4566824.00000,198.59,198.59,0.31030,0,0.00,0.00,6524,6726,1113,18.38,4,2
334,418393.92020,4566691.50600,141.66,141.66,0.22134,0,0.00,0.00,7051,7720,1102,20.90,4,2
335,419092.00000,4566758.00000,141.49,141.49,0.22107,0,0.00,0.00,8305,3929,1139,14.43,3,1
336,419706.00000,4566637.00000,109.81,109.81,0.17158,0,0.00,0.00,9841,2646,1216,12.60,3,1
337,420367.94170,4566911.93000,136.65,136.65,0.21351,0,0.00,0.00,8816,1364,1096,10.62,3,1
338,421557.00000,4566284.00000,277.22,255.04,0.43315,0,0.00,0.00,8397,1239,1339,8.19,3,1
339,416739.00000,4565895.00000,87.76,87.76,0.13712,0,0.00,0.00,2237,6456,1271,12.28,3,1
340,417542.43590,4565902.99900,221.91,221.91,0.34674,0,0.00,0.00,2989,5747,787,18.91,4,2
341,418129.00000,4565919.00000,47.47,47.47,0.07417,0,0.00,0.00,3362,5624,674,22.26,4,2
342,418395.68370,4565861.00600,48.84,48.84,0.07631,0,0.00,0.00,3702,2679,472,19.60,4,2
343,418593.94710,4565812.25300,48.95,48.95,0.07649,0,0.00,0.00,3552,1518,422,15.87,4,2
344,418955.00000,4565991.00000,111.92,111.92,0.17488,0,0.00,0.00,5006,2413,661,15.12,4,2
345,419353.00000,4565914.00000,91.67,91.67,0.14323,0,0.00,0.00,6069,2320,826,13.17,3,1
346,419892.00000,4565978.00000,117.74,117.74,0.18396,0,0.00,0.00,6940,1897,999,10.88,3,1
347,420451.21310,4565780.41900,131.72,131.72,0.20580,0,0.00,0.00,6324,1655,1109,8.79,3,1
348,421145.79430,4565274.91300,309.29,281.46,0.48327,0,0.00,0.00,7029,1521,1228,8.29,3,1
349,420972.00000,4566076.00000,38.55,38.55,0.06023,0,0.00,0.00,7356,1691,1294,8.39,3,1
350,421078.00000,4565681.00000,74.83,74.83,0.11692,0,0.00,0.00,7044,1663,1239,8.46,3,1
351,416675.00000,4565066.00000,196.80,173.18,0.30750,0,0.00,0.00,352,6082,1170,11.07,3,1
352,417536.00000,4565292.00000,85.54,85.54,0.13365,0,0.00,0.00,978,4869,605,18.27,4,2
353,417809.21400,4564971.61600,64.72,64.72,0.10112,0,0.00,0.00,1058,3053,423,17.44,4,2
354,418107.00000,4565051.00000,19.28,19.28,0.03012,0,0.00,0.00,1308,2949,226,32.79,4,2
355,418109.00000,4565362.00000,16.77,16.77,0.02621,0,0.00,0.00,1704,1921,339,16.77,4,2
356,418369.68190,4565048.45100,19.79,19.79,0.03092,0,0.00,0.00,1507,2187,188,32.02,4,2
357,418372.93220,4565331.22000,15.70,15.70,0.02454,0,0.00,0.00,2129,1390,254,19.73,4,2
358,418573.00000,4565007.00000,16.32,16.32,0.02550,0,0.00,0.00,1704,2069,189,31.60,4,2
359,418577.00000,4565316.00000,20.70,20.70,0.03234,0,0.00,0.00,2616,1148,341,14.65,3,1
360,419159.00000,4565135.00000,134.44,134.44,0.21006,0,0.00,0.00,3168,982,433,12.01,3,1
361,420133.00000,4565061.00000,126.45,126.45,0.19758,0,0.00,0.00,8425,1937,1207,10.30,3,1
362,420923.49070,4564697.59800,121.81,121.81,0.19033,0,0.00,0.00,7632,1246,1122,9.10,3,1
363,421760.00000,4564612.00000,91.82,91.82,0.14348,0,0.00,0.00,5703,880,1043,7.21,3,1
364,414687.44250,4563848.34000,117.48,117.48,0.18356,0,0.00,0.00,1794,6213,1361,10.77,3,1
365,415935.00000,4564149.00000,116.46,116.46,0.18196,0,0.00,0.00,2408,4727,1421,8.58,3,1
366,416880.00000,4564419.00000,126.24,123.71,0.19724,0,0.00,0.00,1342,3220,1097,7.30,3,1
367,417392.00000,4564451.00000,116.47,114.14,0.18199,0,0.00,0.00,792,5536,537,22.81,4,2
368,417823.00000,4564455.00000,50.06,50.06,0.07821,0,0.00,0.00,724,5307,382,30.65,4,2
369,418088.00000,4564184.00000,26.91,26.91,0.04204,0,0.00,0.00,1092,7106,275,57.38,4,2
370,418091.44370,4564596.76100,26.31,26.31,0.04111,0,0.00,0.00,1127,5301,288,42.06,4,2
371,418308.19710,4564182.86200,27.02,27.02,0.04222,0,0.00,0.00,1317,8186,252,72.33,4,2
372,418303.26520,4564574.16700,26.45,26.45,0.04133,0,0.00,0.00,1587,5639,258,51.38,4,2
373,418553.58560,4564170.59200,27.12,27.12,0.04238,0,0.00,0.00,1759,12391,244,112.50,5,3
374,418546.15370,4564557.22100,27.14,27.14,0.04241,0,0.00,0.00,1928,5322,225,57.63,4,2
375,418784.00000,4564171.00000,27.16,27.16,0.04243,0,0.00,0.00,3260,9971,351,68.15,4,2
376,418789.04230,4564599.58600,27.29,27.29,0.04264,0,0.00,0.00,3884,4238,332,38.16,4,2
377,419222.00000,4564155.00000,80.26,80.26,0.12540,0,0.00,0.00,4672,9389,404,59.65,4,2
378,419223.00000,4564613.00000,80.12,80.12,0.12519,0,0.00,0.00,4896,3220,526,21.97,4,2
379,420071.00000,4564131.00000,106.69,106.69,0.16670,0,0.00,0.00,10150,1746,900,15.29,4,2
380,420088.00000,4564594.00000,106.28,106.28,0.16606,0,0.00,0.00,8883,1837,969,13.09,3,1
381,420992.00000,4564104.00000,106.16,106.16,0.16588,0,0.00,0.00,7936,648,897,10.34,3,1
382,421800.00000,4564083.00000,70.16,60.34,0.10962,0,0.00,0.00,5968,921,1075,7.33,3,1
383,414411.30380,4563169.69400,207.27,207.27,0.32386,0,0.00,0.00,952,6186,1447,9.51,3,1
384,415160.00000,4563343.00000,133.04,133.04,0.20788,0,0.00,0.00,1771,5939,1159,12.14,3,1
385,415361.40820,4562851.43200,113.08,113.08,0.17668,0,0.00,0.00,95,6685,1191,11.70,3,1
386,415823.00000,4563175.00000,110.17,110.17,0.17214,0,0.00,0.00,2230,6038,1398,10.53,3,1
387,416620.41340,4563534.75900,346.04,342.58,0.54069,0,0.00,0.00,2419,4181,1484,7.46,3,1
388,417332.00000,4563080.00000,350.74,336.71,0.54803,0,0.00,0.00,2424,4336,967,11.78,3,1
389,418050.00000,4563256.00000,34.15,34.15,0.05336,0,0.00,0.00,1624,9174,343,60.13,4,2
390,418070.17020,4563728.89300,37.58,37.58,0.05872,0,0.00,0.00,957,11105,261,91.74,4,2
391,418286.00000,4563252.00000,27.10,27.10,0.04235,0,0.00,0.00,1974,8817,288,70.30,4,2
392,418300.83540,4563721.53100,26.80,26.80,0.04187,0,0.00,0.00,1084,12658,254,107.32,5,3
393,418515.00000,4563247.00000,27.18,27.18,0.04246,0,0.00,0.00,1711,9684,251,86.58,4,2
394,418533.95450,4563706.80800,27.15,27.15,0.04242,0,0.00,0.00,1478,11785,255,101.64,5,3
395,418750.00000,4563240.00000,27.21,27.21,0.04252,0,0.00,0.00,4190,9259,351,66.47,4,2
396,418758.00000,4563711.00000,27.39,27.39,0.04280,0,0.00,0.00,4300,11099,351,77.76,4,2
397,419198.00000,4563223.00000,80.55,80.55,0.12586,0,0.00,0.00,5399,8767,404,58.27,4,2
398,419214.00000,4563692.00000,80.50,80.50,0.12578,0,0.00,0.00,5601,10561,405,67.89,4,2
399,420042.00000,4563205.00000,106.91,106.91,0.16705,0,0.00,0.00,11344,1825,854,17.70,4,2
400,420055.00000,4563670.00000,106.91,106.91,0.16705,0,0.00,0.00,11685,1714,881,17.30,4,2
401,420969.00000,4563173.00000,106.74,106.74,0.16678,0,0.00,0.00,8042,383,906,9.76,3,1
402,420982.00000,4563635.00000,106.44,106.44,0.16631,0,0.00,0.00,7056,727,861,9.95,3,1
403,421765.00000,4563014.00000,110.13,109.02,0.17207,0,0.00,0.00,6103,177,978,6.61,3,1
404,421763.00000,4563622.00000,91.18,91.18,0.14247,0,0.00,0.00,5925,598,861,8.32,3,1
405,414865.29460,4561962.17200,241.31,241.31,0.37705,0,0.00,0.00,2295,8802,2051,10.00,3,1
406,414476.82820,4562182.14700,75.63,75.63,0.11817,0,0.00,0.00,3353,9181,2238,9.99,3,1
407,414437.00000,4562502.00000,57.48,57.48,0.08982,0,0.00,0.00,3360,6482,1418,11.83,3,1
408,416296.00000,4562300.00000,135.55,135.55,0.21180,0,0.00,0.00,1970,4234,1749,6.14,3,1
409,417738.00000,4562924.00000,82.33,82.33,0.12864,0,0.00,0.00,1856,4365,652,16.70,4,2
410,418188.93830,4562426.86100,26.75,26.75,0.04180,0,0.00,0.00,2393,4451,525,22.09,4,2
411,418187.95670,4562791.50900,53.34,53.34,0.08335,0,0.00,0.00,2136,4247,332,32.92,4,2
412,418679.71530,4562434.71400,26.73,26.73,0.04176,0,0.00,0.00,4621,2653,400,25.26,4,2
413,418504.00000,4562781.00000,27.18,27.18,0.04247,0,0.00,0.00,2462,3977,266,40.22,4,2
414,418740.08080,4562774.33200,27.13,27.13,0.04239,0,0.00,0.00,4762,3310,376,30.89,4,2
415,419211.00000,4562284.00000,95.83,95.83,0.14973,0,0.00,0.00,5600,2384,532,19.81,4,2
416,419196.00000,4562759.00000,79.85,79.85,0.12477,0,0.00,0.00,6272,3141,498,25.66,4,2
417,420127.00000,4562311.00000,80.11,80.11,0.12517,0,0.00,0.00,10169,1424,1054,12.45,3,1
418,420027.00000,4562737.00000,106.16,106.16,0.16587,0,0.00,0.00,10176,1345,829,15.63,4,2
419,420789.00000,4562261.00000,105.98,105.98,0.16559,0,0.00,0.00,9314,1413,1176,10.41,3,1
420,420965.00000,4562828.00000,67.06,67.06,0.10478,0,0.00,0.00,7873,729,1014,9.26,3,1
421,421652.00000,4562163.00000,234.77,225.38,0.36683,0,0.00,0.00,6709,770,1104,7.52,3,1
422,415285.00000,4561080.00000,947.50,938.03,1.48047,0,0.00,0.00,5367,5570,2091,8.08,3,1
423,417711.90300,4561979.27300,207.52,197.15,0.32425,0,0.00,0.00,2495,4666,631,19.27,4,2
424,417670.00000,4561503.00000,71.14,71.14,0.11116,0,0.00,0.00,1766,8610,670,29.22,4,2
425,418197.71420,4561488.14800,71.07,71.07,0.11104,0,0.00,0.00,2152,4986,571,21.86,4,2
426,418208.08650,4561999.84900,61.56,61.56,0.09619,0,0.00,0.00,2275,4714,562,21.40,4,2
427,418481.22390,4561495.06300,44.26,44.26,0.06916,0,0.00,0.00,3632,4681,447,29.79,4,2
428,418490.00000,4562125.00000,23.24,23.24,0.03631,0,0.00,0.00,2541,4590,348,34.58,4,2
429,418722.00000,4561966.00000,40.34,40.34,0.06304,0,0.00,0.00,4491,3746,443,27.67,4,2
430,419034.41360,4561661.02000,97.30,97.30,0.15203,0,0.00,0.00,4875,3505,539,22.49,4,2
431,419502.00000,4561612.00000,114.09,114.09,0.17827,0,0.00,0.00,9052,2238,835,16.38,4,2
432,420099.00000,4561658.00000,165.73,165.73,0.25895,0,0.00,0.00,10860,1806,1113,13.12,3,1
433,420836.00000,4561573.00000,211.84,211.84,0.33100,0,0.00,0.00,8406,4696,1422,12.74,3,1
434,417385.00000,4560925.00000,140.18,140.18,0.21904,0,0.00,0.00,2289,10559,1005,24.03,4,3
435,418705.00000,4561393.00000,26.55,26.55,0.04149,0,0.00,0.00,4452,3790,494,24.90,4,2
436,419909.14480,4560803.57600,135.57,135.57,0.21182,0,0.00,0.00,9240,6461,1336,16.93,4,2
437,420846.10980,4560475.11900,316.54,316.54,0.49460,0,0.85,3.00,8004,11042,1514,20.38,4,5
438,421679.00000,4560083.00000,195.75,178.13,0.30586,0,0.00,0.00,6569,10731,1766,16.30,4,2
439,420229.00000,4560256.00000,91.18,91.18,0.14247,0,0.00,0.00,7599,10508,1293,22.71,4,2
440,420121.86520,4559573.34000,126.76,124.22,0.19806,0,0.00,0.00,7871,10931,1394,21.88,4,2
441,421149.61940,4559326.31300,217.83,211.29,0.34035,0,0.00,0.00,6322,10903,1651,17.50,4,2
442,420126.11270,4558826.15300,97.06,97.06,0.15165,0,0.00,0.00,8377,6842,1487,15.16,4,2
443,420871.00000,4558409.00000,285.13,279.42,0.44551,0,0.00,0.00,7290,7701,1612,14.42,3,1
444,421533.88360,4558353.45400,216.26,216.26,0.33790,0,0.00,0.00,9472,4395,1689,10.99,3,1
445,422242.00000,4558363.00000,150.83,137.25,0.23567,0,0.00,0.00,8201,3442,1846,8.30,3,1
446,421786.00000,4557374.00000,231.36,224.42,0.36151,0,0.00,0.00,9584,3870,1953,9.01,3,1
447,413239.37900,4565631.11200,303.77,300.73,0.47464,0,0.00,0.00,3074,1724,2544,2.61,2,1
448,414585.00000,4565157.00000,270.65,259.82,0.42289,0,0.00,0.00,2564,3629,2063,4.88,2,1
449,411653.00000,4564931.00000,342.21,342.21,0.53470,0,0.00,0.00,3639,1023,2778,2.07,2,1
450,413462.67370,4565035.25500,320.13,320.13,0.50020,0,0.00,0.00,2765,2757,2256,3.76,2,1
451,415494.00000,4565100.00000,185.90,182.18,0.29047,0,0.00,0.00,1817,2980,1702,4.69,2,1
452,411619.00000,4564039.00000,300.15,300.15,0.46898,0,0.00,0.00,4055,744,2895,1.93,2,1
453,413228.00000,4564055.00000,318.10,318.10,0.49704,0,0.00,0.00,3922,5033,2388,6.00,3,1
454,414629.00000,4564338.00000,180.91,180.91,0.28267,0,0.00,0.00,2158,6137,1640,9.06,3,1
455,415502.00000,4564363.00000,122.63,122.63,0.19160,0,0.00,0.00,1786,4123,1396,7.39,3,1
456,411670.00000,4563289.00000,320.85,320.85,0.50133,0,0.00,0.00,4604,1430,2893,2.61,2,1
457,413239.00000,4563289.00000,320.95,320.95,0.50149,0,0.00,0.00,3297,4965,1911,7.10,3,1
458,411606.00000,4562523.00000,321.68,318.46,0.50263,0,0.00,0.00,3309,934,2380,2.20,2,1
459,413117.96140,4562469.95400,322.57,322.57,0.50402,0,0.00,0.00,5389,4466,1941,7.54,3,1
460,407925.00000,4561262.00000,329.32,326.03,0.51456,0,0.00,0.00,5025,536,3538,1.73,2,1
461,408926.90010,4561775.71900,324.31,324.31,0.50674,0,0.00,0.00,3930,321,2828,1.62,2,1
462,410214.00000,4561137.00000,392.33,392.33,0.61302,0,0.00,0.00,3699,69,2301,1.67,2,1
463,411548.00000,4561740.00000,320.49,320.49,0.50077,0,0.00,0.00,5033,305,2103,2.69,2,1
464,412839.00000,4561715.00000,170.48,170.48,0.26638,0,0.00,0.00,8444,1501,2138,5.40,3,1
465,413558.87260,4561483.91600,149.97,149.97,0.23433,0,0.00,0.00,8538,3905,1653,10.06,3,1
466,408728.08920,4561051.02100,251.37,251.37,0.39276,0,0.00,0.00,5976,520,2725,2.59,2,1
467,411169.00000,4560899.00000,165.11,165.11,0.25799,0,0.00,0.00,7245,526,1942,4.29,2,1
468,411938.56070,4560908.02600,144.88,144.88,0.22638,0,0.00,0.00,6257,734,1822,4.27,2,1
469,407938.86710,4559647.87400,331.09,331.09,0.51732,0,0.00,0.00,5714,571,2453,2.81,2,1
470,408736.00000,4559662.00000,319.13,319.13,0.49865,0,0.00,0.00,8491,452,2290,4.12,2,1
471,409579.06890,4559903.16000,245.09,245.09,0.38295,0,0.00,0.00,8629,640,2069,4.81,2,1
472,410261.93360,4560008.64400,216.69,216.69,0.33859,0,0.00,0.00,8590,622,1983,4.98,2,1
473,411161.31630,4559847.64300,189.56,189.56,0.29619,0,0.00,0.00,9454,937,1601,7.12,3,1
474,410969.00000,4560195.00000,68.85,68.85,0.10758,0,0.00,0.00,7403,725,1894,4.70,2,1
475,406719.00000,4561697.00000,1167.25,1073.87,1.82383,0,0.00,0.00,3430,395,4222,1.01,2,1
476,403388.00000,4559414.00000,1057.66,1025.93,1.65260,0,0.00,0.00,2459,36,5382,0.47,1,1
477,404589.00000,4559581.00000,477.98,468.42,0.74684,0,0.00,0.00,2874,165,3105,1.04,2,1
478,405438.00000,4559817.00000,236.71,236.71,0.36986,0,0.00,0.00,3175,222,2094,1.74,2,1
479,406268.00000,4559869.00000,267.49,267.49,0.41795,0,0.00,0.00,3915,92,3159,1.30,2,1
480,407093.00000,4559861.00000,270.33,270.33,0.42240,0,0.00,0.00,5055,548,3164,1.96,2,1
481,405416.00000,4558819.00000,171.87,171.87,0.26854,0,0.00,0.00,3338,175,2332,1.59,2,1
482,406245.00000,4558803.00000,169.80,169.80,0.26531,0,0.00,0.00,2992,235,1796,1.94,2,1
483,407074.00000,4558787.00000,169.28,169.28,0.26450,0,0.00,0.00,4174,204,1994,2.31,2,1
484,407952.40760,4558004.46300,273.61,273.61,0.42752,0,0.00,0.00,6465,16,2136,3.04,2,1
485,408718.54840,4558037.77400,273.23,270.50,0.42692,0,0.00,0.00,9521,205,2137,4.65,2,1
486,402713.43040,4557166.23200,706.39,699.32,1.10373,0,0.00,0.00,2831,41,5133,0.57,1,1
487,403730.27270,4557146.09600,427.08,427.08,0.66731,0,0.00,0.00,2782,46,4836,0.59,1,1
488,404596.09880,4557377.65500,424.28,424.28,0.66294,0,0.00,0.00,3154,172,3426,1.02,2,1
489,405401.00000,4557984.00000,170.65,170.65,0.26664,0,0.00,0.00,3176,185,2253,1.58,2,1
490,406230.00000,4557972.00000,169.82,169.82,0.26534,0,0.00,0.00,3076,185,1786,1.94,2,1
491,407058.00000,4557959.00000,170.42,170.42,0.26628,0,0.00,0.00,3047,170,1881,1.81,2,1
492,405441.78940,4557196.43500,253.37,253.37,0.39589,0,0.00,0.00,3067,172,2420,1.41,2,1
493,406217.00580,4557105.82500,254.40,254.40,0.39750,0,0.00,0.00,2695,180,2238,1.37,2,1
494,407092.89960,4557115.89300,256.11,256.11,0.40017,0,0.00,0.00,3877,149,2166,1.93,2,1
495,407913.54540,4557082.87400,246.50,246.50,0.38515,0,0.00,0.00,6522,58,2235,2.97,2,1
496,408667.00000,4556899.00000,246.83,246.83,0.38568,0,0.00,0.00,8508,21,2300,3.72,2,1
