Z,X,Y,ACRES,DEVACRES,SQMILE,CBD,PRKCSTPERM,PRKCSTTEMP,POP5,EMP5,DEVACRE5,URBANVAL,ATYPE,TERMTIME
3115,449474.00000,4441973.00000,161.38,161.38,0.25215,0,0.00,0.00,4143,1718,1532,5.02,3,1
3116,448740.10880,4441835.45000,107.43,107.43,0.16786,0,0.00,0.00,4255,1380,1489,4.78,2,1
3117,447835.75730,4441957.89500,225.26,225.26,0.35197,0,0.00,0.00,4447,583,1343,4.21,2,1
3118,448593.35850,4441167.72700,181.58,181.58,0.28373,0,0.00,0.00,3562,1253,1357,4.54,2,1
3119,449475.00000,4441168.00000,162.06,162.06,0.25321,0,0.00,0.00,3085,1253,1403,4.05,2,1
3120,450285.00000,4441176.00000,161.85,161.85,0.25290,0,0.00,0.00,2883,1104,2489,2.08,2,1
3121,450272.00000,4440350.00000,167.85,167.85,0.26227,0,0.00,0.00,2651,243,2568,1.23,2,1
3122,451256.64450,4440185.68000,580.35,545.53,0.90679,0,0.00,0.00,2579,243,2806,1.10,2,1
3123,450423.92230,4437274.72200,682.35,586.82,1.06617,0,0.00,0.00,3350,630,2520,1.85,2,1
3124,450007.46140,4438156.70300,373.72,373.72,0.58394,0,0.00,0.00,2901,628,2499,1.68,2,1
3125,449778.00000,4439524.00000,277.76,277.76,0.43400,0,0.00,0.00,982,163,2216,0.60,1,1
3126,449472.00000,4440354.00000,164.72,164.72,0.25738,0,0.00,0.00,2772,427,1610,2.27,2,1
3127,448816.00000,4440272.00000,135.65,135.65,0.21195,0,0.00,0.00,2935,605,1505,2.78,2,1
3128,440986.06850,4444983.47100,183.42,183.42,0.28659,0,0.00,0.00,164,0,2916,0.06,1,1
3129,442061.77757,4445057.32802,376.05,376.05,0.58757,0,0.00,0.00,919,108,2644,0.43,1,1
3130,443052.94760,4445068.62500,275.60,275.60,0.43062,0,0.00,0.00,1675,3655,2399,3.85,2,1
3131,441795.66637,4444058.11689,271.20,271.20,0.42374,0,0.00,0.00,192,22,2212,0.11,1,1
3132,443916.60260,4443938.60600,483.91,483.91,0.75611,0,0.00,0.00,2409,4478,1994,5.86,3,1
3133,443764.00000,4444451.00000,165.40,165.40,0.25844,0,0.00,0.00,3256,5302,1914,7.43,3,1
3134,444565.57940,4444552.95300,218.33,218.33,0.34114,0,0.00,0.00,3251,6661,1933,8.81,3,1
3135,444565.57940,4443541.01500,165.65,165.65,0.25883,0,0.00,0.00,1591,6135,1919,7.45,3,1
3136,443541.00000,4442659.00000,114.14,114.14,0.17835,0,0.00,0.00,58,3932,1679,4.88,2,1
3137,442880.57390,4442298.42065,156.34,156.34,0.24428,0,0.00,0.00,513,1035,1469,1.81,2,1
3138,442501.56730,4441210.75500,168.28,168.28,0.26294,0,0.00,0.00,1340,516,1264,1.91,2,1
3139,443410.88840,4441753.77100,221.51,221.51,0.34611,0,0.00,0.00,1445,2237,1183,5.14,3,1
3140,443989.07950,4442146.48500,108.25,106.08,0.16914,0,0.00,0.00,1008,4951,1078,10.44,3,1
3141,444543.62520,4442564.05200,146.07,143.15,0.22823,0,0.00,0.00,355,6261,971,13.71,3,1
3142,445359.79590,4443530.96000,259.89,257.29,0.40607,0,0.00,0.00,2201,4499,1596,7.22,3,1
3143,445525.30090,4442528.51500,172.19,172.19,0.26904,0,0.00,0.00,1222,5598,1327,9.65,3,1
3144,445160.75520,4442057.55900,105.24,103.14,0.16444,0,0.00,0.00,2337,6215,923,16.48,4,3
3145,445523.29900,4441729.54300,85.57,85.57,0.13371,0,0.00,0.00,4211,5549,913,17.19,4,3
3146,446279.72230,4441965.91000,166.51,166.51,0.26018,0,0.00,0.00,3404,3868,1334,8.55,3,1
3147,445986.90860,4441205.17500,139.18,136.40,0.21747,0,0.00,0.00,6952,2520,1046,11.63,3,1
3148,445514.66960,4440906.48300,40.88,40.88,0.06387,0,0.00,0.00,6270,2676,710,16.63,4,2
3149,445161.42900,4441062.51400,85.54,85.54,0.13366,0,0.00,0.00,5140,4224,684,20.28,4,2
3150,445033.20140,4441408.62700,38.84,36.51,0.06069,0,0.00,0.00,4406,5112,703,21.33,4,2
3151,444646.63800,4441801.74300,86.53,86.53,0.13520,0,0.00,0.00,2308,5853,775,18.62,4,2
3152,444455.65950,4441431.17000,43.52,43.52,0.06801,0,0.00,0.00,3762,5177,735,19.69,4,2
3153,444444.85730,4441012.04600,84.64,84.64,0.13225,0,0.00,0.00,5135,4210,673,20.59,4,2
3154,444004.68830,4441144.40200,103.82,103.82,0.16222,0,0.00,0.00,3771,4135,824,14.96,3,1
3155,443529.00880,4441025.30600,67.22,67.22,0.10503,0,0.00,0.00,3925,2629,960,9.76,3,1
3156,442511.00000,4440609.00000,70.59,70.59,0.11030,0,0.00,0.00,2543,808,1035,4.07,2,1
3157,442104.00000,4440203.00000,69.27,69.27,0.10824,0,0.00,0.00,1972,374,1092,2.52,2,1
3158,441620.00000,4440411.00000,136.14,136.14,0.21272,0,0.00,0.00,1128,88,1040,1.26,2,1
3159,441006.00000,4440022.00000,84.86,84.86,0.13259,0,0.00,0.00,86,0,1437,0.06,1,1
3160,441548.00000,4439726.00000,108.26,108.26,0.16915,0,0.00,0.00,1445,93,1220,1.34,2,1
3161,442361.21330,4439578.56200,145.38,145.38,0.22715,0,0.00,0.00,3301,428,1115,3.76,2,1
3162,442996.22620,4439461.56000,116.28,116.28,0.18169,0,0.00,0.00,6039,2488,1075,10.41,3,1
3163,442974.78220,4440323.37800,139.65,139.65,0.21820,0,0.00,0.00,4609,1117,934,7.41,3,1
3164,443539.54510,4440472.28300,69.71,69.71,0.10892,0,0.00,0.00,5061,3680,765,16.57,4,2
3165,443570.57370,4439637.61000,87.43,87.43,0.13661,0,0.00,0.00,5342,3825,901,14.72,3,1
3166,443951.81310,4439796.88100,79.64,79.64,0.12443,0,0.00,0.00,5196,4220,847,16.45,4,2
3167,443984.21040,4440442.23700,61.65,61.65,0.09633,0,0.00,0.00,5499,3692,705,18.64,4,2
3168,444447.01770,4440437.37200,85.57,85.57,0.13371,0,0.00,0.00,5336,3466,705,17.74,4,2
3169,445103.25390,4440427.75200,84.85,84.85,0.13258,0,0.00,0.00,6702,1692,693,14.73,3,1
3170,445110.56700,4439902.90100,70.02,70.02,0.10941,0,0.00,0.00,6007,2100,854,12.12,3,1
3171,444495.68510,4439928.79000,65.41,65.41,0.10221,0,0.00,0.00,5100,4046,900,14.97,3,1
3172,444407.43490,4439191.98700,125.99,125.99,0.19685,0,0.00,0.00,4801,3072,1031,10.83,3,1
3173,445077.28360,4439202.23700,171.99,171.99,0.26874,0,0.00,0.00,6126,1254,991,8.80,3,1
3174,445609.78830,4439000.46400,74.64,74.64,0.11663,0,0.00,0.00,7992,1665,1150,9.95,3,1
3175,445648.85360,4439744.86000,90.16,90.16,0.14088,0,0.00,0.00,9995,1037,1165,10.42,3,1
3176,445735.59220,4440347.22100,85.52,85.52,0.13363,0,0.00,0.00,10184,1639,1031,13.17,3,1
3177,446593.22080,4440366.18400,213.77,213.77,0.33401,0,0.00,0.00,10160,1194,1362,9.28,3,1
3178,446769.70990,4441174.84500,195.33,195.33,0.30521,0,0.00,0.00,6009,737,1234,6.11,3,1
3179,447500.78610,4441798.88000,147.25,147.25,0.23007,0,0.00,0.00,3653,472,1347,3.44,2,1
3180,447373.00000,4441204.00000,99.47,99.47,0.15542,0,0.00,0.00,4794,566,1338,4.46,2,1
3181,447882.00000,4440982.00000,78.38,78.38,0.12248,0,0.00,0.00,3929,446,1349,3.60,2,1
3182,448198.14890,4440296.44100,140.20,140.20,0.21907,0,0.00,0.00,4308,396,1336,3.84,2,1
3183,447487.38010,4440326.75800,145.43,145.43,0.22723,0,0.00,0.00,7565,874,1487,6.30,3,1
3184,447358.98020,4439545.02900,171.50,171.50,0.26797,0,0.00,0.00,8868,1252,1438,7.97,3,1
3185,448400.20110,4439498.13300,221.01,218.80,0.34533,0,0.00,0.00,3703,470,1358,3.44,2,1
3186,448595.99840,4438754.98500,187.19,187.19,0.29248,0,0.00,0.00,5902,347,1460,4.54,2,1
3187,449340.17890,4438420.82900,144.62,144.62,0.22598,0,0.00,0.00,4269,321,2130,2.32,2,1
3188,448666.09900,4437929.68400,153.08,150.02,0.23920,0,0.00,0.00,5770,539,1698,4.05,2,1
3189,447879.21130,4437413.59300,121.81,116.94,0.19033,0,0.00,0.00,7433,392,1531,5.39,3,1
3190,447819.12440,4438179.89600,114.94,114.94,0.17959,0,0.00,0.00,8797,764,1384,7.50,3,1
3191,447953.00440,4438594.93300,76.29,76.29,0.11920,0,0.00,0.00,8025,724,1284,7.42,3,1
3192,447320.57340,4438979.33900,118.65,118.65,0.18539,0,0.00,0.00,8960,1058,1392,8.01,3,1
3193,447004.57370,4438442.41500,129.77,129.77,0.20276,0,0.00,0.00,11896,1341,1366,10.74,3,1
3194,447096.48390,4437636.93000,195.57,195.57,0.30558,0,0.00,0.00,7261,981,1430,6.50,3,1
3195,446410.49200,4439567.44400,223.95,223.95,0.34992,0,0.00,0.00,11067,952,1259,10.36,3,1
3196,446130.68210,4438806.41100,150.58,150.58,0.23528,0,0.00,0.00,10270,1310,1246,10.42,3,1
3197,446393.03780,4437888.24900,184.86,184.86,0.28885,0,0.00,0.00,7530,631,1607,5.50,3,1
3198,445554.49020,4438286.52900,101.23,101.23,0.15818,0,0.00,0.00,7031,1693,1463,7.20,3,1
3199,439283.76750,4437934.33800,175.37,175.37,0.27401,0,0.00,0.00,227,64,1510,0.24,1,1
3200,440007.39950,4437857.42400,131.88,131.88,0.20607,0,0.00,0.00,149,46,1473,0.17,1,1
3201,440205.32440,4438561.72800,228.09,228.09,0.35639,0,0.00,0.00,148,46,1574,0.15,1,1
3202,440618.04020,4439299.95000,287.70,287.70,0.44953,0,0.00,0.00,140,0,1473,0.10,1,1
3203,442197.54870,4439090.72200,147.98,147.98,0.23122,0,0.00,0.00,2961,820,1268,3.67,2,1
3204,442203.23470,4438473.06500,181.32,181.32,0.28332,0,0.00,0.00,2961,1226,1317,4.17,2,1
3205,441343.16580,4438478.63500,152.74,152.74,0.23866,0,0.00,0.00,442,5,1543,0.29,1,1
3206,440641.11320,4437830.16500,101.69,101.69,0.15889,0,0.00,0.00,114,333,1446,0.56,1,1
3207,441311.75510,4437780.01300,136.35,136.35,0.21305,0,0.00,0.00,126,739,1396,1.19,2,1
3208,442359.11220,4437771.67900,198.52,198.52,0.31019,0,0.00,0.00,842,1402,1459,2.57,2,1
3209,443018.30590,4438310.19700,147.88,147.88,0.23107,0,0.00,0.00,3327,1708,1460,4.70,2,1
3210,443473.39360,4438534.93700,133.94,133.94,0.20928,0,0.00,0.00,4119,2897,1310,7.72,3,1
3211,443947.31670,4439185.39000,155.05,155.05,0.24227,0,0.00,0.00,5226,3064,1077,10.74,3,1
3212,443786.00900,4437561.54100,221.09,221.09,0.34546,0,0.00,0.00,1708,1048,1767,2.19,2,1
3213,444769.05190,4438438.54600,141.21,141.21,0.22064,0,0.00,0.00,3815,2017,1508,5.30,3,1
3214,445207.82660,4437634.08700,382.95,382.95,0.59836,0,0.00,0.00,2943,633,1756,2.42,2,1
3215,444295.00000,4437102.00000,216.63,216.63,0.33849,0,0.00,0.00,617,268,1781,0.66,1,1
3216,445127.40127,4436534.58216,164.77,164.77,0.25745,0,0.00,0.00,239,8,1860,0.14,1,1
3217,444579.00000,4436182.00000,131.86,131.86,0.20603,0,0.00,0.00,508,194,1736,0.52,1,1
3218,445734.00000,4436042.00000,108.72,108.72,0.16988,0,0.00,0.00,168,0,2007,0.08,1,1
3219,446198.00000,4436867.00000,269.02,269.02,0.42035,0,0.00,0.00,3813,387,1890,2.44,2,1
3220,446956.00000,4436636.00000,121.83,118.18,0.19036,0,0.00,0.00,4355,617,1877,3.00,2,1
3221,448355.82320,4437052.24800,310.34,294.82,0.48491,0,0.00,0.00,6904,659,1719,4.81,2,1
3222,449600.38460,4436733.64900,272.94,264.76,0.42648,0,0.00,0.00,3929,702,2396,2.25,2,1
3223,448719.00000,4436440.00000,278.92,239.87,0.43581,0,0.00,0.00,5255,659,2111,3.14,2,1
3224,447745.88550,4436475.57800,233.63,224.28,0.36504,0,0.00,0.00,6905,232,1724,4.28,2,1
3225,437974.37600,4445701.88100,1484.87,1395.78,2.32011,0,0.00,0.00,189,0,3075,0.06,1,1
3226,439267.60670,4444740.78800,347.41,343.94,0.54283,0,0.00,0.00,203,0,3091,0.07,1,1
3227,440185.41820,4444986.74800,277.08,277.08,0.43294,0,0.00,0.00,185,0,2580,0.07,1,1
3228,439745.17020,4443930.25700,231.49,231.49,0.36170,0,0.00,0.00,202,0,2068,0.10,1,1
3229,440864.48200,4443938.80100,176.35,176.35,0.27555,0,0.00,0.00,221,0,2217,0.10,1,1
3230,440067.06620,4443010.34100,242.97,242.97,0.37964,0,0.00,0.00,201,0,1912,0.11,1,1
3231,440870.80090,4442984.46400,218.84,218.84,0.34194,0,0.00,0.00,221,0,2013,0.11,1,1
3232,442015.22379,4442992.61765,239.17,239.17,0.37370,0,0.00,0.00,179,220,1809,0.35,1,1
3233,442280.00000,4442247.00000,201.78,201.78,0.31528,0,0.00,0.00,148,236,1684,0.38,1,1
3234,441621.00000,4442199.00000,194.67,194.67,0.30417,0,0.00,0.00,145,0,1823,0.08,1,1
3235,441686.79850,4441209.84000,169.20,169.20,0.26438,0,0.00,0.00,75,0,1336,0.06,1,1
3236,440696.87830,4442053.54300,236.61,236.61,0.36971,0,0.00,0.00,167,125,1812,0.23,1,1
3237,440699.12710,4441321.57000,238.46,238.46,0.37260,0,0.00,0.00,133,125,1595,0.25,1,1
3238,440907.00000,4440573.00000,87.71,87.71,0.13704,0,0.00,0.00,112,125,1341,0.28,1,1
3239,438169.00000,4444257.00000,119.69,119.69,0.18701,0,0.00,0.00,194,0,2980,0.07,1,1
3240,438271.00000,4443565.00000,198.08,198.08,0.30949,0,0.00,0.00,182,0,1619,0.11,1,1
3241,439128.00000,4443599.00000,164.98,164.98,0.25777,0,0.00,0.00,179,0,1929,0.09,1,1
3242,439219.00000,4442746.00000,214.71,214.71,0.33548,0,0.00,0.00,248,0,1817,0.14,1,1
3243,438227.00000,4442755.00000,181.94,181.94,0.28428,0,0.00,0.00,217,0,1671,0.13,1,1
3244,438240.00000,4441941.00000,189.19,189.19,0.29562,0,0.00,0.00,310,31,1629,0.23,1,1
3245,439298.00000,4441946.00000,231.18,231.18,0.36121,0,0.00,0.00,292,156,1812,0.34,1,1
3246,439863.00000,4441101.00000,192.15,192.15,0.30023,0,0.00,0.00,214,125,1650,0.29,1,1
3247,431269.69810,4441487.69700,2317.65,2178.59,3.62132,0,0.00,0.00,268,0,7167,0.04,1,1
3248,433875.11110,4441557.39300,880.32,880.32,1.37551,0,0.00,0.00,182,0,2874,0.06,1,1
3249,438967.00000,4441140.00000,162.05,162.05,0.25321,0,0.00,0.00,377,156,1679,0.42,1,1
3250,438160.00000,4441140.00000,161.18,161.18,0.25184,0,0.00,0.00,374,86,1557,0.35,1,1
3251,434644.23450,4443021.97900,774.28,766.53,1.20981,0,0.00,0.00,182,0,2983,0.06,1,1
3252,435743.04450,4443280.94300,338.84,335.45,0.52943,0,0.00,0.00,158,0,2262,0.07,1,1
3253,436569.00000,4443609.00000,175.60,175.60,0.27437,0,0.00,0.00,133,0,1662,0.08,1,1
3254,437379.00000,4444429.00000,179.46,179.46,0.28041,0,0.00,0.00,177,0,2741,0.06,1,1
3255,437367.00000,4443566.00000,164.84,164.84,0.25756,0,0.00,0.00,166,0,1508,0.11,1,1
3256,436547.00000,4442762.00000,162.58,162.58,0.25404,0,0.00,0.00,148,0,1651,0.09,1,1
3257,437362.00000,4442756.00000,163.48,163.48,0.25543,0,0.00,0.00,198,0,1561,0.13,1,1
3258,437356.00000,4441949.00000,162.43,162.43,0.25380,0,0.00,0.00,287,31,1509,0.23,1,1
3259,436541.00000,4441954.00000,162.40,162.40,0.25375,0,0.00,0.00,190,0,1634,0.12,1,1
3260,435729.00000,4441951.00000,161.89,161.89,0.25295,0,0.00,0.00,186,0,2252,0.08,1,1
3261,434899.00000,4441934.00000,169.00,169.00,0.26406,0,0.00,0.00,166,0,2976,0.06,1,1
3262,434892.00000,4441125.00000,171.43,171.43,0.26786,0,0.00,0.00,178,0,2270,0.08,1,1
3263,435723.00000,4441144.00000,160.49,160.49,0.25077,0,0.00,0.00,164,0,1481,0.11,1,1
3264,436533.00000,4441147.00000,162.46,162.46,0.25384,0,0.00,0.00,220,55,1461,0.23,1,1
3265,437348.00000,4441142.00000,163.20,163.20,0.25500,0,0.00,0.00,326,86,1490,0.34,1,1
3266,438154.00000,4440328.00000,163.24,163.24,0.25506,0,0.00,0.00,403,92,1589,0.37,1,1
3267,438963.00000,4440327.00000,161.68,161.68,0.25262,0,0.00,0.00,351,156,1671,0.40,1,1
3268,439995.05700,4440309.30800,255.26,255.26,0.39885,0,0.00,0.00,207,125,1637,0.28,1,1
3269,439721.83180,4439497.50400,166.90,166.90,0.26078,0,0.00,0.00,243,0,1787,0.14,1,1
3270,438959.00000,4439413.00000,198.45,198.45,0.31008,0,0.00,0.00,310,13,1709,0.20,1,1
3271,438147.00000,4439411.00000,210.30,210.30,0.32859,0,0.00,0.00,380,81,1532,0.36,1,1
3272,438143.00000,4438602.00000,131.30,131.30,0.20516,0,0.00,0.00,455,31,1584,0.33,1,1
3273,438937.00000,4438415.00000,193.61,193.61,0.30251,0,0.00,0.00,283,64,1570,0.26,1,1
3274,438130.00000,4437886.00000,183.50,183.50,0.28672,0,0.00,0.00,367,36,1530,0.29,1,1
3275,437339.00000,4440334.00000,163.10,163.10,0.25485,0,0.00,0.00,383,92,1602,0.36,1,1
3276,436525.00000,4440338.00000,162.61,162.61,0.25408,0,0.00,0.00,306,61,1597,0.27,1,1
3277,435715.00000,4440332.00000,162.62,162.62,0.25410,0,0.00,0.00,208,0,1638,0.13,1,1
3278,434890.00000,4440317.00000,168.42,168.42,0.26315,0,0.00,0.00,193,0,2315,0.08,1,1
3279,434829.00000,4439394.00000,233.23,233.23,0.36442,0,0.00,0.00,273,0,1815,0.15,1,1
3280,435701.00000,4439410.00000,206.69,206.69,0.32295,0,0.00,0.00,272,0,1806,0.15,1,1
3281,436512.00000,4439409.00000,210.17,210.17,0.32840,0,0.00,0.00,351,68,1508,0.33,1,1
3282,437325.00000,4439416.00000,205.43,205.43,0.32099,0,0.00,0.00,393,81,1459,0.38,1,1
3283,437298.00000,4438636.00000,105.23,105.23,0.16442,0,0.00,0.00,503,31,1519,0.37,1,1
3284,437277.00000,4437922.00000,180.65,180.65,0.28227,0,0.00,0.00,388,36,1373,0.34,1,1
3285,436451.00000,4437940.00000,185.02,185.02,0.28909,0,0.00,0.00,334,18,1558,0.24,1,1
3286,436465.00000,4438637.00000,107.31,107.31,0.16767,0,0.00,0.00,404,13,1632,0.26,1,1
3287,435558.50100,4438210.33400,263.79,263.79,0.41218,0,0.00,0.00,206,0,1820,0.11,1,1
3288,434736.36630,4438224.03600,291.27,291.27,0.45511,0,0.00,0.00,170,0,2204,0.08,1,1
3289,433402.68080,4438017.44300,509.28,494.00,0.79575,0,0.00,0.00,237,0,2810,0.08,1,1
3290,432277.67680,4437934.27100,1009.94,959.44,1.57803,0,0.00,0.00,442,0,4835,0.09,1,1
3291,431716.49530,4439879.36200,1483.34,1379.51,2.31772,0,0.00,0.00,213,0,8530,0.02,1,1
3292,432173.30740,4435451.00700,1116.34,1071.69,1.74428,0,0.00,0.00,375,0,2356,0.16,1,1
3293,433240.00000,4434633.00000,159.51,159.51,0.24923,0,0.00,0.00,419,0,2596,0.16,1,1
3294,433237.00000,4435455.00000,166.57,166.57,0.26027,0,0.00,0.00,416,0,2358,0.18,1,1
3295,433230.00000,4436282.00000,160.16,160.16,0.25025,0,0.00,0.00,357,0,2359,0.15,1,1
3296,433224.00000,4437096.00000,158.77,158.77,0.24808,0,0.00,0.00,206,0,2616,0.08,1,1
3297,433999.00000,4437124.00000,164.84,164.84,0.25757,0,0.00,0.00,148,0,1953,0.08,1,1
3298,434017.00000,4436282.00000,155.67,155.67,0.24324,0,0.00,0.00,185,0,1482,0.12,1,1
3299,434019.00000,4435458.00000,158.64,158.64,0.24787,0,0.00,0.00,249,0,1449,0.17,1,1
3300,434025.00000,4434659.00000,142.21,142.21,0.22221,0,0.00,0.00,267,0,1581,0.17,1,1
3301,434862.00000,4434663.00000,181.84,181.84,0.28412,0,0.00,0.00,269,0,1652,0.16,1,1
3302,434806.00000,4435469.00000,160.90,160.90,0.25140,0,0.00,0.00,229,0,1560,0.15,1,1
3303,434814.00000,4436278.00000,163.44,163.44,0.25537,0,0.00,0.00,138,0,1518,0.09,1,1
3304,434795.00000,4437145.00000,193.05,193.05,0.30164,0,0.00,0.00,138,0,1722,0.08,1,1
3305,435617.00000,4437115.00000,172.04,172.04,0.26882,0,0.00,0.00,134,0,1762,0.08,1,1
3306,436432.00000,4437077.00000,167.50,167.50,0.26172,0,0.00,0.00,176,11,1605,0.12,1,1
3307,437253.00000,4437072.00000,166.50,166.50,0.26016,0,0.00,0.00,249,16,1531,0.18,1,1
3308,437962.83250,4437009.31300,155.78,146.44,0.24341,0,0.00,0.00,230,16,1568,0.17,1,1
3309,437225.00000,4436278.00000,142.94,142.94,0.22334,0,0.00,0.00,36,181,1440,0.29,1,1
3310,436438.00000,4436264.00000,167.14,167.14,0.26115,0,0.00,0.00,51,368,1633,0.50,1,1
3311,435618.00000,4436271.00000,159.01,159.01,0.24845,0,0.00,0.00,99,0,1563,0.06,1,1
3312,435692.00000,4435454.00000,190.60,190.60,0.29781,0,0.00,0.00,193,357,1738,0.54,1,1
3313,436647.82960,4435538.39600,189.20,189.20,0.29562,0,0.00,0.00,83,527,1644,0.71,1,1
3314,435798.43070,4434659.47400,247.50,247.50,0.38672,0,0.00,0.00,1217,444,1910,1.12,2,1
3315,435636.68870,4433907.95600,136.44,133.71,0.21319,0,0.00,0.00,1291,946,1853,1.75,2,1
3316,434616.05530,4433851.79800,273.23,273.23,0.42692,0,0.00,0.00,235,66,1868,0.20,1,1
3317,433321.60940,4433897.55200,188.29,182.65,0.29421,0,0.00,0.00,399,66,2610,0.21,1,1
3318,432114.02850,4433328.09400,989.79,979.89,1.54655,0,0.00,0.00,720,84,4820,0.19,1,1
3319,433377.00000,4433081.00000,259.52,259.52,0.40551,0,0.00,0.00,473,66,2755,0.22,1,1
3320,434648.23110,4433049.84300,287.38,287.38,0.44903,0,0.00,0.00,289,1616,1703,2.13,2,1
3321,434378.72690,4432184.55700,185.18,185.18,0.28934,0,0.00,0.00,849,2336,1658,3.43,2,1
3322,433395.32660,4432081.42200,285.34,285.34,0.44585,0,0.00,0.00,1195,198,4128,0.39,1,1
3323,432273.97330,4431613.33000,1621.61,1572.96,2.53376,0,0.00,0.00,1215,84,4245,0.33,1,1
3324,433320.29730,4431118.39100,233.65,233.65,0.36508,0,0.00,0.00,1054,132,3405,0.39,1,1
3325,433283.63920,4429970.45700,402.84,402.84,0.62944,0,0.00,0.00,985,242,4040,0.37,1,1
3326,440248.00000,4434069.00000,179.06,179.06,0.27978,0,0.00,0.00,328,244,1386,0.60,1,1
3327,440076.00000,4434852.00000,188.06,186.18,0.29385,0,0.00,0.00,258,39,1786,0.19,1,1
3328,439403.00000,4434372.00000,168.89,165.51,0.26389,0,0.00,0.00,1463,476,1408,1.74,2,1
3329,438861.89480,4435079.20400,229.45,220.27,0.35852,0,0.00,0.00,814,256,1581,0.85,1,1
3330,439297.00000,4435840.00000,222.30,217.85,0.34735,0,0.00,0.00,262,6,1710,0.16,1,1
3331,439510.60100,4437215.34300,117.16,117.16,0.18306,0,0.00,0.00,338,52,1644,0.27,1,1
3332,438893.09160,4436866.39100,247.76,247.76,0.38713,0,0.00,0.00,393,11,1738,0.24,1,1
3333,438363.00000,4436165.00000,191.05,191.05,0.29851,0,0.00,0.00,274,181,1602,0.40,1,1
3334,437982.00000,4435662.00000,141.78,141.78,0.22152,0,0.00,0.00,535,613,1657,1.09,2,1
3335,437127.62620,4434919.25100,277.95,277.95,0.43430,0,0.00,0.00,1310,1090,1632,2.19,2,1
3336,437834.60890,4435169.46400,127.76,127.76,0.19962,0,0.00,0.00,296,1003,1540,1.54,2,1
3337,436600.83890,4433845.27600,255.01,255.01,0.39845,0,0.00,0.00,3877,1861,1556,4.97,2,1
3338,436053.77200,4433151.63100,165.04,165.04,0.25787,0,0.00,0.00,4414,2544,1517,6.38,3,1
3339,435831.70140,4432536.21400,119.08,119.08,0.18607,0,0.00,0.00,2920,3033,1344,6.84,3,1
3340,434981.80990,4432161.17900,180.82,180.82,0.28253,0,0.00,0.00,1706,2886,1341,5.73,3,1
3341,435409.00820,4431957.63300,99.36,99.36,0.15525,0,0.00,0.00,2280,2820,1126,7.21,3,1
3342,434650.67830,4431245.06100,142.89,142.89,0.22326,0,0.00,0.00,1395,1946,1186,4.57,2,1
3343,434612.22970,4430469.33400,217.39,217.39,0.33967,0,0.00,0.00,1757,936,1450,2.55,2,1
3344,438403.67030,4434409.25300,148.63,148.63,0.23224,0,0.00,0.00,1716,1130,1248,3.25,2,1
3345,437859.57470,4434078.57800,100.77,100.77,0.15745,0,0.00,0.00,3806,1758,1261,5.90,3,1
3346,437235.64170,4433201.93100,179.10,179.10,0.27985,0,0.00,0.00,6000,2886,1247,9.60,3,1
3347,437927.38890,4433623.44000,82.12,82.12,0.12831,0,0.00,0.00,4999,2335,1065,9.23,3,1
3348,438861.00000,4433752.00000,182.12,182.12,0.28456,0,0.00,0.00,3046,1465,1029,5.91,3,1
3349,439424.00000,4433275.00000,96.79,93.88,0.15123,0,0.00,0.00,2819,1514,1220,4.88,2,1
3350,438644.54880,4433173.26900,78.95,78.95,0.12335,0,0.00,0.00,3413,3071,906,10.79,3,1
3351,437913.56490,4433178.36700,84.09,84.09,0.13139,0,0.00,0.00,6013,2575,1128,10.05,3,1
3352,436849.46210,4432643.12300,114.61,114.61,0.17908,0,0.00,0.00,6865,3390,1304,10.65,3,1
3353,437045.65250,4431977.28300,149.99,149.99,0.23436,0,0.00,0.00,7562,3397,1273,11.47,3,1
3354,436197.07700,4432174.29900,163.34,163.34,0.25523,0,0.00,0.00,3916,3981,1100,11.06,3,1
3355,435860.49660,4431688.36100,64.75,64.75,0.10117,0,0.00,0.00,3500,2946,1022,9.39,3,1
3356,435490.66800,4431241.45800,98.53,98.53,0.15396,0,0.00,0.00,2670,2072,997,6.98,3,1
3357,436482.59150,4431268.87200,124.94,124.94,0.19522,0,0.00,0.00,5624,2684,1040,10.75,3,1
3358,435852.30420,4430784.46400,72.44,72.44,0.11319,0,0.00,0.00,3427,1315,956,6.43,3,1
3359,435234.55230,4430531.41300,125.01,125.01,0.19533,0,0.00,0.00,2226,936,1212,3.43,2,1
3360,435826.44390,4430325.94400,88.69,88.69,0.13857,0,0.00,0.00,3483,1062,1109,5.12,3,1
3361,436479.63300,4430724.67700,98.51,98.51,0.15392,0,0.00,0.00,5945,2205,1118,9.40,3,1
3362,437186.44660,4431010.01300,178.81,178.81,0.27938,0,0.00,0.00,9026,1764,1459,8.69,3,1
3363,437846.60330,4431157.77100,147.97,147.97,0.23120,0,0.00,0.00,8993,1784,1619,7.83,3,1
3364,437807.69380,4432049.39500,212.12,212.12,0.33144,0,0.00,0.00,7382,3154,1330,10.46,3,1
3365,437743.89610,4432715.94200,116.12,116.12,0.18144,0,0.00,0.00,7515,3052,1110,12.46,3,1
3366,438538.75570,4432673.62400,93.06,93.06,0.14541,0,0.00,0.00,5886,1952,1332,7.45,3,1
3367,438432.72430,4431857.26300,237.93,233.17,0.37176,0,0.00,0.00,6913,2137,1573,7.21,3,1
